Date	Opponent	Score	Loss	Attendance	Record
April 4	Twins	6–3	Santana (0–1)	50,449	1–0
April 5	Twins	13–4	Towers (0–1)	18,156	1–1
April 6	Twins	6–3	Silva (0–1)	16,221	2–1
April 7	Devil Rays	9–8	Walker (0–1)	15,631	2–2
April 8	Devil Rays	8–4	Childers (0–1)	18,755	3–2
April 9	Devil Rays	5–2	Halladay (1–1)	20,184	3–3
April 11	@ Red Sox	5–3	Towers (0–2)	35,491	3–4
April 12	@ Red Sox	8–4	Wells (0–1)	36,378	4–4
April 13	@ Red Sox	8–6	Clement (1–1)	36,524	5–4
April 14	@ White Sox	13–7	Vázquez (0–1)	31,418	6–4
April 15	@ White Sox	4–2	Burnett (0–1)	33,247	6–5
April 16	@ White Sox	6–4 (5)	Towers (0–3)	27,137	6–6
April 18	Yankees	10–5	Johnson (2–2)	48,776	7–6
April 19	Yankees	3–1	Lilly (1–1)	32,886	7–7
April 21	Red Sox	7–6 (12)	Foulke (0–1)	28,333	8–7
April 22	Red Sox	8–1	DiNardo (0–1)	34,387	9–7
April 23	Red Sox	6–3	Towers (0–4)	28,737	9–8
April 25	Orioles	7–3	López (1–2)	32,257	10–8
April 26	Orioles	8–2	Bédard (4–1)	19,336	11–8
April 27	Orioles	7–5	Janssen (0–1)	18,756	11–9
April 28	@ Yankees	7–2	Wright (0–2)	47,204	12–9
April 29	@ Yankees	17–6	Towers (0–5)	50,119	12–10
April 30	@ Yankees	4–1	Chacín (4–1)	52,954	12–11
