Name	Circuit	Date	Winning driver	Winning constructor	Report
Tigullio Circuit	Tigullio	13 April	Tazio Nuvolari	Bianchi	Report
Targa Florio	Madonie	27 April	Christian Werner	Mercedes	Report
Coppa Florio	Madonie	27 April	Christian Werner	Mercedes	Report
Belfiore Circuit	Belfiore	4 May	Antonio Masperi	Bianchi	Report
Perugina Cup	Perugia	18 May	Emilio Materassi	Itala	Report
Savio Circuit	Ravenna	23 May	Enzo Ferrari	Alfa Romeo	Report
Polesine Circuit	Polesine	1 June	Enzo Ferrari	Alfa Romeo	Report
Cremona Circuit	Cremona	9 June	Antonio Ascari	Alfa Romeo	Report
Coppa Acerbo	Pescara	13 July	Enzo Ferrari	Alfa Romeo	Report
Autodrome Cup	Miramas	13 July	Martín de Álzaga	Sunbeam	Report
Coppa Montenero	Montenero	17 August	Renato Balestrero	OM	Report
Mugello Circuit	Mugello	31 August	Giuseppe Morandi	OM	Report
San Sebastián Grand Prix	Lasarte	27 September	Henry Segrave	Sunbeam	Report
Champions Match	Montlhéry	12 October	Ernest Eldridge	FIAT	Report
GP de l'Ouverture	Montlhéry	19 October	J. G. Parry-Thomas	Leyland-Thomas	Report
Garda Circuit	Salò	9 November	Guido Meregalli	Diatto	Report
