Driver	Constructor	Laps	Time/Retired	Grid
Sebastian Vettel	Toro Rosso - Ferrari	53	1:26:47.494	1
Heikki Kovalainen	McLaren - Mercedes	53	+12.512	2
Robert Kubica	BMW Sauber	53	+20.471	11
Fernando Alonso	Renault	53	+23.903	8
Nick Heidfeld	BMW Sauber	53	+27.748	10
Felipe Massa	Ferrari	53	+28.816	6
Lewis Hamilton	McLaren - Mercedes	53	+29.912	15
Mark Webber	Red Bull - Renault	53	+32.048	3
Kimi Räikkönen	Ferrari	53	+39.468	14
Nelson Piquet Jr.	Renault	53	+54.445	17
Timo Glock	Toyota	53	+58.888	9
Kazuki Nakajima	Williams - Toyota	53	+1:02.015	18 [1 ]
Jarno Trulli	Toyota	53	+1:05.954	7
Nico Rosberg	Williams - Toyota	53	+1:08.635	5
Jenson Button	Honda	53	+1:13.370	19 [1 ]
David Coulthard	Red Bull - Renault	52	+1 Lap	13
Rubens Barrichello	Honda	52	+1 Lap	16
Sébastien Bourdais	Toro Rosso - Ferrari	52	+1 Lap	4 [1 ]
Adrian Sutil	Force India - Ferrari	51	+2 Laps	20
Giancarlo Fisichella	Force India - Ferrari	11	Accident	12
