Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
69	April 2	@ Boston	W 118–114	Charles Barkley (37)	Charles Barkley (11)	Kevin Johnson (9)	Boston Garden 14,890	54–15
70	April 4	@ Indiana	W 110–100	Charles Barkley (32)	Charles Barkley (13)	Kevin Johnson (8)	Market Square Arena 16,530	55–15
71	April 6	L.A. Lakers	W 115–114	Kevin Johnson (32)	Charles Barkley (11)	Dan Majerle (8)	America West Arena 19,023	56–15
72	April 8	@ Sacramento	W 123–114	Cedric Ceballos (28)	Mark West (13)	Kevin Johnson (7)	ARCO Arena	57–15
73	April 9	Denver	W 98–97	Charles Barkley (26)	Charles Barkley (19)	Charles Barkley (12)	America West Arena 19,023	58–15
74	April 11	Utah	W 112–99	Kevin Johnson (29)	Charles Barkley (7)	Kevin Johnson (9)	America West Arena 19,023	59–15
75	April 12	@ L.A. Clippers	L 104–111	Richard Dumas (28)	Richard Dumas (12)	Danny Ainge , Dan Majerle (6)	Los Angeles Memorial Sports Arena 15,989	59–16
76	April 14	Minnesota	W 98–84	Dan Majerle (25)	Cedric Ceballos (13)	Kevin Johnson (10)	America West Arena 19,023	60–16
77	April 16	Seattle	L 102–108	Cedric Ceballos (21)	Tom Chambers , Jerrod Mustaf (7)	Kevin Johnson , Dan Majerle (7)	America West Arena 19,023	60–17
78	April 17	@ Utah	L 101–110	Cedric Ceballos (25)	Cedric Ceballos (10)	Negele Knight (6)	Delta Center 19,911	60–18
79	April 19	Houston	L 97–111	Kevin Johnson (18)	Jerrod Mustaf (8)	Kevin Johnson (7)	America West Arena 19,023	60–19
80	April 22	@ Portland	W 115–114	Charles Barkley (25)	Cedric Ceballos (9)	Kevin Johnson (14)	Memorial Coliseum 12,888	61–19
81	April 24	San Antonio	W 99–97	Richard Dumas (23)	Cedric Ceballos (11)	Danny Ainge , Frank Johnson , Negele Knight (6)	America West Arena 19,023	62–19
82	April 25	@ Denver	L 118–120	Richard Dumas (25)	Charles Barkley (10)	Danny Ainge (7)	McNichols Sports Arena 17,022	62–20
