Date	Opponent	Score	Loss	Attendance	Record
April 2	@ Braves	10–2	Gorzelanny (0–1)	17,893	1–1
April 3	@ Braves	4 – 3 (10)	Resop (0–1)	19,240	2–1
April 4	@ Marlins	5–4	Osoria (1–1)	10,089	2–2
April 5	@ Marlins	7–3	Maholm (0–1)	15,752	2–3
April 6	@ Marlins	9–2	VandenHurk (0–1)	10,431	3–3
April 7	Cubs	10 – 8 (12)	Meek (0–1)	37,491	3–4
April 9	Cubs	6 – 4 (15)	Dumatrait (0–1)	9,735	3–5
April 10	Cubs	7–3	Morris (0–1)	9,798	3–6
April 11	Reds	1–0	Burton (0–1)	13,603	4–6
April 12	Reds	4–3	Lincoln (0–1)	18,096	5–6
April 13	Reds	9–1	Cueto (1–1)	11,201	6–6
April 14	@ Dodgers	6–4	Saito (1–1)	37,334	7–6
April 15	@ Dodgers	11–2	Morris (0–2)	37,896	7–7
April 16	@ Dodgers	8–1	Maholm (0–2)	53,629	7–8
April 18	@ Cubs	3–2	Snell (2–1)	39,118	7–9
April 19	@ Cubs	13–1	Gorzelanny (1–2)	40,298	7–10
April 20	@ Cubs	13–6	Duke (0–1)	41,405	7–11
April 21	Marlins	10–4	Morris (0–3)	8,444	7–12
April 22	Marlins	3–2	Nolasco (1–2)	10,185	8–12
April 23	Cardinals	7–4	Reyes (1–1)	10,487	9–12
April 24	Cardinals	6–2	Gorzelanny (1–3)	9,544	9–13
April 25	Phillies	6–5	Duke (0–2)	23,930	9–14
April 26	Phillies	8–4	Morris (0–4)	24,791	9–15
April 27	Phillies	5–1	Myers (2–2)	17,588	10–15
April 28	@ Mets	Postponed (rain) Rescheduled for August 11	Postponed (rain) Rescheduled for August 11	Postponed (rain) Rescheduled for August 11	Postponed (rain) Rescheduled for August 11
April 29	@ Mets	5 – 4 (11)	Van Benschoten (0–1)	46,982	10–16
April 30	@ Mets	13–1	Pérez (2–2)	46,788	11–16
