Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
61	March 1	New Orleans	W 96–90 (OT)	José Calderón (22)	Amir Johnson (10)	José Calderón (16)	Air Canada Centre 14,704	17–44
62	March 4	@ New Jersey	L 103–116 (OT)	DeMar DeRozan (30)	Ed Davis (8)	José Calderón (12)	O2 Arena 18,689	17–45
63	March 5	@ New Jersey	L 136–137 (3OT)	Andrea Bargnani (35)	Ed Davis (15)	José Calderón (9)	O2 Arena 18,689	17–46
64	March 9	Utah	L 94–96 (OT)	DeMar DeRozan (17)	Reggie Evans (11)	José Calderón (6)	Air Canada Centre 14,425	17–47
65	March 11	Indiana	W 108–98 (OT)	Leandro Barbosa (29)	Reggie Evans (16)	José Calderón (8)	Air Canada Centre 14,726	18–47
66	March 13	Charlotte	L 90–95 (OT)	Andrea Bargnani (17)	Reggie Evans (17)	José Calderón (7)	Air Canada Centre 16,557	18–48
67	March 16	@ Detroit	L 93–107 (OT)	Andrea Bargnani (20)	Reggie Evans (8)	José Calderón (6)	The Palace of Auburn Hills 15,166	18–49
68	March 18	Washington	W 116–107 (OT)	Andrea Bargnani (33)	Reggie Evans (15)	José Calderón (6)	Air Canada Centre 18,017	19–49
69	March 20	@ Oklahoma City	W 95–93 (OT)	Andrea Bargnani (23)	Reggie Evans (9)	José Calderón (9)	Oklahoma City Arena 18,203	20–49
70	March 21	@ Denver	L 90–123 (OT)	Andrea Bargnani (20)	Alexis Ajinça , Reggie Evans (9)	Jerryd Bayless (9)	Pepsi Center 16,258	20–50
71	March 23	@ Phoenix	L 106–114 (OT)	Andrea Bargnani (27)	Ed Davis (9)	José Calderón (13)	US Airways Center 17,865	20–51
72	March 25	@ Golden State	L 100–138 (OT)	Leandro Barbosa , DeMar DeRozan (19)	Ed Davis (11)	Andrea Bargnani , José Calderón , Sonny Weems (5)	Oracle Arena 17,504	20–52
73	March 26	@ L.A. Clippers	L 90–94 (OT)	Ed Davis (21)	Ed Davis (11)	Leandro Barbosa (6)	Staples Center 19,060	20–53
