Conference	Regular Season Winner	Conference Player of the Year	Conference Tournament	Tournament Venue (City)	Tournament Winner
Atlantic 10 Conference	Temple (East) Dayton (West)	Pepe Sanchez , Temple	2000 Atlantic 10 Men's Basketball Tournament	The Spectrum ( Philadelphia, Pennsylvania )	Temple
Atlantic Coast Conference	Duke	Chris Carrawell , Duke	2000 ACC Men's Basketball Tournament	Charlotte Coliseum ( Charlotte, North Carolina )	Duke
Big 12 Conference	Iowa State	Marcus Fizer , Iowa State	2000 Big 12 Men's Basketball Tournament	Kemper Arena ( Kansas City, Missouri )	Iowa State
Big East Conference	Syracuse & Miami	Troy Murphy , Notre Dame	2000 Big East Men's Basketball Tournament	Madison Square Garden ( New York City, New York )	St. John's
Big Sky Conference	Montana & Eastern Washington	Harold Arceneaux , Weber State	2000 Big Sky Men's Basketball Tournament	Dahlberg Arena ( Missoula, Montana )	Northern Arizona
Colonial Athletic Association	James Madison & George Mason	George Evans , George Mason	2000 CAA Men's Basketball Tournament	Richmond Coliseum ( Richmond, Virginia )	UNC-Wilmington
Ivy League	Penn	Michael Jordan , Penn	No Tournament	No Tournament	No Tournament
Metro Atlantic Athletic Conference	Siena	Tariq Kirksay , Iona	2000 MAAC Men's Basketball Tournament	Pepsi Arena ( Albany, New York )	Iona
Mid-American Conference	Bowling Green (East) Ball State & Toledo (West)	Anthony Stacey , Bowling Green	2000 MAC Men's Basketball Tournament	Gund Arena ( Cleveland, Ohio )	Ball State
Mountain West Conference	UNLV & Utah	Alex Jensen , Utah	2000 MWC Men's Basketball Tournament	Earl Wilson Stadium ( Las Vegas, Nevada )	UNLV
Pacific-10 Conference	Arizona & Stanford	Eddie House , Arizona State	No Tournament	No Tournament	No Tournament
Patriot League	Lafayette & Navy	Brian Ehlers , Lafayette	2000 Patriot League Men's Basketball Tournament	Kirby Sports Center ( Easton, Pennsylvania )	Lafayette
Sun Belt Conference	Louisiana-Lafayette & South Alabama	Gerrod Henderson , Louisiana Tech	2000 Sun Belt Men's Basketball Tournament	Alltel Arena ( North Little Rock, Arkansas )	Louisiana-Lafayette
Trans America Athletic Conference	Georgia State & Troy State	Detric Golden , Troy State	2000 TAAC Men's Basketball Tournament	Memorial Coliseum ( Jacksonville, Florida )	Samford
