Driver	Constructor	Laps	Time/Retired	Grid
Jackie Stewart	Matra - Ford	38	1:56:47.4	1
Jean-Pierre Beltoise	Matra - Ford	38	+ 57.1	5
Jacky Ickx	Brabham - Ford	38	+ 57.3	4
Bruce McLaren	McLaren - Ford	37	+ 1 Lap	7
Vic Elford	McLaren - Ford	37	+ 1 Lap	10
Graham Hill	Lotus - Ford	37	+ 1 Lap	8
Silvio Moser	Brabham - Ford	36	+ 2 Laps	13
Denny Hulme	McLaren - Ford	35	+ 3 Laps	2
Jo Siffert	Lotus - Ford	34	+ 4 Laps	9
Chris Amon	Ferrari	30	Engine	6
Jochen Rindt	Lotus - Ford	22	Physical	3
Piers Courage	Brabham - Ford	21	Chassis	11
John Miles	Lotus - Ford	1	Fuel Pump	12
