Date	Opponent	Score	Loss	Attendance	Record
April 2	@ Tigers	4 - 0	Rogers (0-1)	32,348	2-0
April 3	@ Tigers	4 - 1	Bonderman (0-1)	32,735	3-0
April 4	@ Twins	4 - 3	Bale (0-1)	21,847	3-1
April 5	@ Twins	6 - 4	Meche (0-1)	21,262	3-2
April 6	@ Twins	3 - 1	Bonser (0-2)	21,765	4-2
April 8	Yankees	5 - 2	Hughes (0-1)	37,296	5-2
April 9	Yankees	4 - 0	Farnsworth (0-1)	19,007	6-2
April 10	Yankees	6 - 1	Bale (0-2)	16,143	6-3
April 11	Twins	5 - 0	Meche (0-2)	16,691	6-4
April 12	Twins	2 - 0	Tomko (1-1)	36,300	6-5
April 13	Twins	5 - 1	Liriano (0-1)	13,886	7-5
April 14	@ Mariners	5 - 1	Washburn (1-2)	16,751	8-5
April 15	@ Mariners	11 - 6	Bale (0-3)	17,137	8-6
April 16	@ Angels	3 - 2	Weaver (1-3)	41,336	9-6
April 17	@ Angels	5 - 3	Tomko (1-2)	40,021	9-7
April 18	@ Athletics	13 - 2	Bannister (3-1)	12,528	9-8
April 19	@ Athletics	6 - 5	Peralta (0-1)	20,390	9-9
April 20	@ Athletics	7 - 1	Hochevar (0-1)	18,645	9-10
April 22	Indians	15 - 1	Meche (1-3)	16,165	9-11
April 23	Indians	Postponed (rain) Rescheduled for April 24	Postponed (rain) Rescheduled for April 24	Postponed (rain) Rescheduled for April 24	Postponed (rain) Rescheduled for April 24
April 24	Indians (doubleheader)	9 - 6	Tomko (1-3)	11,637	9-12
April 24	Indians (doubleheader)	2 - 0	Bannister (3-2)	11,637	9-13
April 25	Blue Jays	8 - 4	Burnett (2-2)	22,561	10-13
April 26	Blue Jays	2 - 1	Marcum (2-2)	24,078	11-13
April 27	Blue Jays	5 - 2	Meche (1-4)	13,998	11-14
April 29	@ Rangers	9 - 5	Jennings (0-5)	16,472	12-14
April 30	@ Rangers	11 - 9	Bannister (3-2)	17,705	12-15
