Date	Opponent	Score	Loss	Attendance	Record
May 1	Yankees	2 - 1	Wright (2-2)	42,711	13-9
May 2	Yankees	4 - 2	Witt (0-1)	42,801	13-10
May 3	Yankees	6 - 5	Karsay (0-1)	42,837	13-11
May 4	@ Blue Jays	8 - 1	Finley (3-1)	16,637	13-12
May 5	@ Blue Jays	11 - 10	Shuey (1-1)	19,191	13-13
May 6	@ Blue Jays	8 - 6	Quantrill (0-1)	23,730	14-13
May 7	@ Blue Jays	10 - 8 (12)	Gunderson (0-1)	19,161	15-13
May 8	@ Twins	3 - 2 (10)	Wells (0-3)	7,309	16-13
May 9	@ Twins	6 - 5	Finley (3-2)	7,777	16-14
May 10	@ Twins	10 - 9	Karsay (0-2)	9,505	16-15
May 11	Royals	16 - 0	Durbin (1-2)	41,905	17-15
May 12	Royals	7 - 3	Batista (1-1)	42,801	18-15
May 13	Royals	7 - 6 (12)	Reichert (1-2)	40,689	19-15
May 14	Royals	5 - 4	Finley (3-3)	40,530	19-16
May 16	Tigers	11 - 9	Nomo (1-3)	40,633	20-16
May 17	Tigers	7 - 2	Nitkowski (2-7)	40,652	21-16
May 19	Yankees	11 - 7	Kamieniecki (1-2)	42,642	21-17
May 20	Yankees	3 - 2	Nelson (6-1)	42,583	22-17
May 21	Yankees	6 - 1	Hernandez (4-4)	42,587	23-17
May 23	@ Tigers	10 - 4	Colón (4-2)	27,039	23-18
May 24	@ Tigers	10 - 9	Watson (0-1)	27,274	23-19
May 25	@ Tigers	4 - 1	Moehler (1-3)	30,103	24-19
May 26	@ White Sox	5 - 3	Finley (3-4)	18,225	24-20
May 27	@ White Sox	14 - 3	Wright (3-3)	30,250	24-21
May 28	@ White Sox	12 - 3	Wells (3-4)	24,192	25-21
May 29	Angels	3 - 2 (10)	Karsay (0-3)	42,888	25-22
May 30	Angels	6 - 1	Schoeneweis (5-3)	42,910	26-22
May 31	Angels	7 - 3	Etherton (0-1)	41,637	27-22
