Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
1	November 1	Portland	L 106–110	Rashard Lewis (25)	Rashard Lewis (8)	Luke Ridnour (13)	KeyArena 17,072	0–1
2	November 3	@ L. A. Lakers	L 112–118	Ray Allen (30)	Chris Wilcox (12)	Earl Watson (7)	Staples Center 18,997	0–2
3	November 5	L. A. Lakers	W 117–101	Ray Allen (32)	Chris Wilcox (8)	Luke Ridnour (7)	KeyArena 17,072	1–2
4	November 7	@ Miami	L 87–90	Rashard Lewis (23)	Nick Collison (10)	Earl Watson (6)	American Airlines Arena 19,600	1–3
5	November 8	@ Orlando	L 87–88	Ray Allen (21)	Danny Fortson (8)	Luke Ridnour (6)	Amway Arena 16,312	1–4
6	November 10	@ Charlotte	W 99–85	Ray Allen (26)	Nick Collison (15)	Luke Ridnour (7)	Charlotte Bobcats Arena 13,515	2–4
7	November 11	@ Atlanta	W 113–112 (OT)	Ray Allen (33)	Chris Wilcox (15)	Luke Ridnour (5)	Philips Arena 19,309	3–4
8	November 13	@ New Jersey	W 119–113	Luke Ridnour (32)	Rashard Lewis (11)	Luke Ridnour , Earl Watson (7)	Continental Airlines Arena 14,392	4–4
9	November 15	Philadelphia	L 90–96	Rashard Lewis (25)	Rashard Lewis , Chris Wilcox (15)	Luke Ridnour (7)	KeyArena 14,936	4–5
10	November 17	Utah	L 109–118	Ray Allen (32)	Chris Wilcox (11)	Luke Ridnour (7)	KeyArena 15,513	4–6
11	November 18	@ Golden State	L 95–107	Ray Allen (34)	Ray Allen (11)	Earl Watson (7)	Oracle Arena 17,205	4–7
12	November 20	New Jersey	W 99–87	Ray Allen (29)	Ray Allen (9)	Ray Allen , Luke Ridnour (5)	KeyArena 14,621	5–7
13	November 22	@ L. A. Clippers	W 95–85	Rashard Lewis (35)	Nick Collison , Rashard Lewis (13)	Luke Ridnour (9)	Staples Center 16,290	6–7
14	November 24	Sacramento	L 100–109	Rashard Lewis (26)	Chris Wilcox (13)	Luke Ridnour (8)	KeyArena 16,757	6–8
15	November 26	San Antonio	L 78–98	Ray Allen (21)	Johan Petro (9)	Chris Wilcox (5)	KeyArena 15,483	6–9
