Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
18	December 1	@ Dallas	L 86–100 (OT)	Michael Beasley (16)	Kevin Love (15)	Kevin Love , Darko Miličić , Luke Ridnour (3)	American Airlines Center 19,567	4–14
19	December 3	@ San Antonio	L 101–107 (OT)	Michael Beasley (28)	Kevin Love (18)	Darko Miličić (4)	AT&T Center 18,581	4–15
20	December 4	Cleveland	W 129–95 (OT)	Kevin Love (28)	Kevin Love (19)	Sebastian Telfair (7)	Target Center 14,422	5–15
21	December 6	@ New York	L 114–121 (OT)	Kevin Love (33)	Kevin Love (15)	Luke Ridnour (4)	Madison Square Garden 19,763	5–16
22	December 8	Oklahoma City	L 103–111 (OT)	Michael Beasley (26)	Kevin Love (21)	Luke Ridnour (9)	Target Center 13,907	5–17
23	December 10	Detroit	W 109–99 (OT)	Kevin Love (27)	Kevin Love (18)	Luke Ridnour (10)	Target Center 13,988	6–17
24	December 11	@ Chicago	L 82–113 (OT)	Kevin Love (23)	Kevin Love (15)	Luke Ridnour (8)	United Center 21,102	6–18
25	December 14	@ Golden State	L 99–108 (OT)	Darko Miličić (25)	Kevin Love (14)	Luke Ridnour (11)	Oracle Arena 17,615	6–19
26	December 15	@ Phoenix	L 122–128 (OT)	Kevin Love (23)	Kevin Love (16)	Luke Ridnour (8)	US Airways Center 16,977	6–20
27	December 17	@ Portland	L 102–107 (OT)	Michael Beasley (33)	Kevin Love (17)	Kevin Love (4)	Rose Garden 20,310	6–21
28	December 18	@ Denver	L 113–115 (OT)	Kevin Love (43)	Kevin Love (17)	Luke Ridnour (5)	Pepsi Center 15,409	6–22
29	December 20	@ L.A. Clippers	L 90–113 (OT)	Michael Beasley (20)	Kevin Love (10)	Luke Ridnour (6)	Staples Center 16,053	6–23
30	December 22	Utah	L 107–112 (OT)	Kevin Love (25)	Kevin Love (19)	Luke Ridnour (5)	Target Center 15,809	6–24
31	December 26	@ Cleveland	W 98–97 (OT)	Michael Beasley (28)	Kevin Love (18)	Luke Ridnour (6)	Quicken Loans Arena 20,562	7–24
32	December 27	New Orleans	W 113–98 (OT)	Michael Beasley (30)	Kevin Love (11)	Luke Ridnour (11)	Target Center 11,679	8–24
