Game	Date	Opponent	Score	Location/Attendance	Record
72	April 2	vs Boston Celtics	W 109-89	The Omni	41-31
Game	Date	Opponent	Score	Location/Attendance	Record
73	April 4	vs Washington Bullets	L 110-113	The Omni	41-32
74	April 5	at New Jersey Nets	W 82-70	Brendan Byrne Arena	42-32
75	April 6	vs Philadelphia 76ers	L 99-100	The Omni	42-33
76	April 8	at Indiana Pacers	L 95-97	Market Square Arena	42-34
77	April 12	vs Milwaukee Bucks	W 104-97	The Omni	43-34
78	April 14	at New Jersey Nets	W 99-90	Brendan Byrne Arena	44-34
79	April 16	vs Cleveland Cavaliers	L 77-80	The Omni	44-35
80	April 18	at Orlando Magic	L 104-119	Orlando Arena	44-36
81	April 20	vs New Jersey Nets	W 121-99	The Omni	45-36
82	April 21	at Miami Heat	W 104-92	Miami Arena	46-36
