Name	Circuit	Date	Winning driver	Winning constructor	Report
Pau Grand Prix	Pau	19 February	Marcel Lehoux	Bugatti	Report
Swedish Winter Grand Prix	Rämen	26 February	Per-Viktor Widengren	Alfa Romeo	Report
Swedish Ice Race	Hemfjärden	5 March	Paul Pietsch	Alfa Romeo	Report
Tunis Grand Prix	Carthage	26 March	Tazio Nuvolari	Alfa Romeo	Report
Alessandria Circuit	Alessandria	30 April	Tazio Nuvolari	Alfa Romeo	Report
Tripoli Grand Prix	Mellaha	7 May	Achille Varzi	Bugatti	Report
Finnish Grand Prix	Eläintarharata	7 May	Karl Ebb	Mercedes-Benz	Report
Avusrennen	AVUS	21 May	Achille Varzi	Bugatti	Report
Picardy Grand Prix	Péronne	21 May	Philippe Étancelin	Alfa Romeo	Report
Eifelrennen	Nürburgring	28 May	Tazio Nuvolari	Alfa Romeo	Report
Targa Florio	Madonie	28 May	Antonio Brivio	Alfa Romeo	Report
Grand Prix des Frontières	Chimay	4 June	Willy Longueville	Bugatti	Report
Provence Trophy	Nîmes	4 June	Marcel Jacob	Bugatti	Report
Nîmes Grand Prix	Nîmes	4 June	Tazio Nuvolari	Alfa Romeo	Report
Florence Circuit	Florence	11 June	Carlo Felice Trossi	Alfa Romeo	Report
Lviv Grand Prix	Lviv	11 June	Eugen Bjørnstad	Alfa Romeo	Report
Penya Rhin Grand Prix	Montjuïc Park	25 June	Juan Zanelli	Alfa Romeo	Report
British Empire Trophy	Brooklands	1 July	Stanislas Czaykowski	Bugatti	Report
Grand Prix de la Marne	Reims	2 July	Philippe Étancelin	Alfa Romeo	Report
Mannin Moar	Douglas	14 July	Brian Lewis	Alfa Romeo	Report
Dieppe Grand Prix	Dieppe	16 July	Marcel Lehoux	Bugatti	Report
Coppa Ciano	Montenero	30 July	Tazio Nuvolari	Maserati	Report
Swedish Summer Grand Prix	Vram	6 August	Antonio Brivio	Alfa Romeo	Report
Nice Grand Prix	Nice	6 August	Tazio Nuvolari	Maserati	Report
Coppa Acerbo	Pescara	13 August	Luigi Fagioli	Alfa Romeo	Report
La Baule Grand Prix	La Baule	13 August	William Grover-Williams	Bugatti	Report
Grand Prix du Comminges	Saint-Gaudens	20 August	Luigi Fagioli	Alfa Romeo	Report
Marseille Grand Prix	Miramas	27 August	Louis Chiron	Alfa Romeo	Report
Albi Grand Prix	Albi	27 August	Louis Braillard	Bugatti	Report
Monza Grand Prix	Monza	10 September	Marcel Lehoux	Bugatti	Report
Masaryk Circuit	Brno	17 September	Louis Chiron	Bugatti	Report
Donington Park Trophy	Donington Park	7 October	Earl Howe	Bugatti	Report
Mountain Championship	Brooklands	21 October	Whitney Straight	Maserati	Report
