Date	Opponent	Score	Loss	Attendance	Record
April 6	Indians	7 - 3	Candiotti (0-1)	40,404	1-0
April 8	Indians	5 - 1	Swindell (0-1)	20,388	2-0
April 9	Indians	14 - 3	Johnson (0-1)	21,088	2-1
April 10	@ Red Sox	3 - 0	Stieb (0-1)	33,679	2-2
April 11	@ Red Sox	11 - 1	Clemens (0-1)	33,365	3-2
April 12	@ Red Sox	8 - 3	Clancy (1-1)	27,521	3-3
April 14	White Sox	4 - 3 (13)	McKeon (0-1)	17,324	4-3
April 15	White Sox	5 - 0	Stieb (0-2)	17,285	4-4
April 16	Red Sox	4 - 2	Clemens (0-2)	22,065	5-4
April 17	Red Sox	10 - 5	Stanley (1-2)	36,400	6-4
April 18	Red Sox	6 - 4	Clancy (1-2)	39,107	6-5
April 19	Red Sox	4 - 1	Johnson (0-2)	28,140	6-6
April 20	@ Indians	8 - 7 (10)	Jones (0-1)	11,164	7-6
April 21	@ Indians	5 - 0	Key (3-1)	7,203	7-7
April 22	@ Indians	6 - 3	Carlton (1-2)	6,000	8-7
April 24	@ White Sox	4 - 2 (10)	James (0-1)	10,105	9-7
April 25	@ White Sox	5 - 4	Eichhorn (3-1)	18,644	9-8
April 26	@ White Sox	5 - 2	DeLeón (2-2)	20,443	10-8
April 28	Twins	5 - 1	Viola (1-3)	21,182	11-8
April 29	Twins	8 - 1	Smithson (3-1)	19,020	12-8
