Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
47	February 2	@ New York	W 126–117 (OT)	Kobe Bryant (61)	Lamar Odom , Pau Gasol (14)	Pau Gasol , Luke Walton (5)	Madison Square Garden 19,763	38–9
48	February 4	@ Toronto	W 115–107 (OT)	Kobe Bryant (36)	Pau Gasol (15)	Kobe Bryant , Luke Walton (5)	Air Canada Centre 19,800	39–9
49	February 5	@ Boston	W 110–109 (OT)	Kobe Bryant (26)	Pau Gasol (14)	Kobe Bryant , Derek Fisher (5)	TD Banknorth Garden 18,624	40–9
50	February 8	@ Cleveland	W 101–91 (OT)	Lamar Odom (28)	Lamar Odom (17)	Pau Gasol (6)	Quicken Loans Arena 20,562	41–9
51	February 10	Oklahoma City	W 105–98 (OT)	Kobe Bryant (34)	Lamar Odom (18)	Jordan Farmar (5)	Staples Center 18,997	42–9
52	February 11	@ Utah	L 109–113 (OT)	Kobe Bryant (37)	Lamar Odom (19)	Kobe Bryant , Jordan Farmar (4)	EnergySolutions Arena 19,911	42–10
53	February 17	Atlanta	W 96–83 (OT)	Lamar Odom (15)	Lamar Odom (20)	Pau Gasol (10)	Staples Center 18,997	43–10
54	February 18	@ Golden State	W 129–121 (OT)	Kobe Bryant (30)	Pau Gasol (13)	Kobe Bryant (9)	Oracle Arena 20,007	44–10
55	February 20	New Orleans	W 115–111 (OT)	Kobe Bryant (39)	Lamar Odom (17)	Pau Gasol (6)	Staples Center 18,997	45–10
56	February 22	@ Minnesota	W 111–108 (OT)	Kobe Bryant (28)	Lamar Odom (14)	Kobe Bryant (7)	Target Center 19,177	46–10
57	February 24	@ Oklahoma City	W 107–93 (OT)	Kobe Bryant (36)	Lamar Odom , Pau Gasol (8)	Pau Gasol (6)	Ford Center 19,136	47–10
58	February 26	Phoenix	W 132–106 (OT)	Lamar Odom (23)	Lamar Odom , Pau Gasol (9)	Kobe Bryant (8)	Staples Center 18,997	48–10
59	February 27	@ Denver	L 79–90 (OT)	Kobe Bryant (29)	Lamar Odom (19)	Derek Fisher (5)	Pepsi Center 19,920	48–11
