Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
29	January 3	Houston	W 100–86	Michael Jordan (38)	Dennis Rodman (15)	Scottie Pippen (9)	United Center 23,854	26–3
30	January 4	@ Charlotte	W 117–93	Michael Jordan (27)	Dennis Rodman (11)	Ron Harper (7)	Charlotte Coliseum 24,042	27–3
31	January 6	Milwaukee	W 113–84	Michael Jordan (32)	Dennis Rodman (16)	Scottie Pippen (6)	United Center 23,801	28–3
32	January 10	Seattle	W 113–87	Michael Jordan (35)	Michael Jordan (14)	Michael Jordan , Luc Longley , Scottie Pippen (5)	United Center 23,877	29–3
33	January 13	@ Philadelphia	W 120–93	Michael Jordan (48)	Dennis Rodman (16)	Scottie Pippen (10)	The Spectrum 18,168	30–3
34	January 15	@ Washington	W 116–109	Michael Jordan (46)	Dennis Rodman (15)	Scottie Pippen (6)	USAir Arena 18,756	31–3
35	January 16	Philadelphia	W 116–104	Michael Jordan (32)	Dennis Rodman (21)	Dennis Rodman (10)	United Center 23,587	32–3
36	January 18	@ Toronto	W 92–89	Michael Jordan (38)	Dennis Rodman (13)	Scottie Pippen , Dennis Rodman (4)	SkyDome 36,118	33–3
37	January 21	@ Detroit	W 111–96	Michael Jordan (36)	Dennis Rodman (9)	Scottie Pippen (6)	The Palace of Auburn Hills 21,454	34–3
38	January 23	@ New York	W 99–79	Michael Jordan (33)	Dennis Rodman (13)	Scottie Pippen (6)	Madison Square Garden 19,763	35–3
39	January 24	Vancouver	W 104–84	Scottie Pippen (30)	Dennis Rodman (16)	Ron Harper (7)	United Center 23,652	36–3
40	January 26	Miami	W 102–80	Michael Jordan (25)	Dennis Rodman (16)	Scottie Pippen , Dennis Rodman (5)	United Center 23,814	37–3
41	January 28	Phoenix	W 93–82	Michael Jordan (31)	Dennis Rodman (20)	Michael Jordan (6)	United Center 23,927	38–3
