Driver	Constructor	Laps	Time/Retired	Grid
David Coulthard	McLaren - Mercedes	60	1:32:30.144	3
Eddie Irvine	Ferrari	60	+1.829	4
Ralf Schumacher	Williams - Supertec	60	+27.411	8
Heinz-Harald Frentzen	Jordan - Mugen-Honda	60	+27.789	5
Damon Hill	Jordan - Mugen-Honda	60	+38.606	6
Pedro Diniz	Sauber - Petronas	60	+53.643	12
Giancarlo Fisichella	Benetton - Playlife	60	+54.614	17
Rubens Barrichello	Stewart - Ford	60	+1:08.590	7
Jarno Trulli	Prost - Peugeot	60	+1:12.045	14
Alexander Wurz	Benetton - Playlife	60	+1:12.123	18
Alessandro Zanardi	Williams - Supertec	60	+1:17.124	13
Johnny Herbert	Stewart - Ford	60	+1:17.709	11
Olivier Panis	Prost - Peugeot	60	+1:20.492	15
Jean Alesi	Sauber - Petronas	59	Engine	10
Marc Gené	Minardi - Ford	58	+2 Laps	22
Toranosuke Takagi	Arrows	58	+2 Laps	19
Ricardo Zonta	BAR - Supertec	41	Suspension	16
Mika Häkkinen	McLaren - Mercedes	35	Wheel	1
Jacques Villeneuve	BAR - Supertec	29	Halfshaft	9
Luca Badoer	Minardi - Ford	6	Gearbox	21
Pedro de la Rosa	Arrows	0	Gearbox	20
Michael Schumacher	Ferrari	0	Accident/Brakes	2
