Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
49	February 2	San Antonio	L 105–110 (OT)	Stephen Jackson (33)	Andris Biedriņš (9)	Stephen Jackson (11)	Oracle Arena 18,205	15–34
50	February 4	Phoenix	W 124–112 (OT)	Stephen Jackson (30)	Stephen Jackson (11)	Stephen Jackson (10)	Oracle Arena 19,596	16–34
51	February 6	@ Phoenix	L 105–115 (OT)	Corey Maggette (25)	Andris Biedriņš (11)	Stephen Jackson , Jamal Crawford (6)	US Airways Center 18,422	16–35
52	February 8	Utah	W 116–96 (OT)	Corey Maggette (24)	Stephen Jackson (10)	Stephen Jackson (8)	Oracle Arena 19,174	17–35
53	February 10	New York	W 144–127 (OT)	Stephen Jackson (35)	Kelenna Azubuike (10)	Stephen Jackson (10)	Oracle Arena 19,098	18–35
54	February 12	Portland	W 105–98 (OT)	Corey Maggette (24)	Ronny Turiaf (11)	Stephen Jackson (6)	Oracle Arena 19,322	19–35
55	February 18	L.A. Lakers	L 121–129 (OT)	Stephen Jackson , Corey Maggette (24)	Anthony Randolph (12)	Stephen Jackson (9)	Oracle Arena 20,007	19–36
56	February 21	Oklahoma City	W 133–120 (OT)	Stephen Jackson (26)	Corey Maggette (8)	Stephen Jackson (9)	Oracle Arena 19,108	20–36
57	February 23	@ L.A. Clippers	L 105–118 (OT)	Stephen Jackson (28)	Corey Maggette , Ronny Turiaf (7)	Marco Belinelli (5)	Staples Center 15,383	20–37
58	February 27	Charlotte	L 109–112 (OT)	Stephen Jackson (33)	Andris Biedriņš (13)	Stephen Jackson (8)	Oracle Arena 18,653	20–38
