Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
34	January 3	@ New Orleans	L 77–84 (OT)	Elton Brand (14)	Elton Brand (10)	Jrue Holiday (6)	New Orleans Arena 13,433	13–21
35	January 5	Washington	W 109–97 (OT)	Jrue Holiday , Louis Williams (26)	Andres Nocioni (10)	Jrue Holiday (9)	Wells Fargo Center 12,434	14–21
36	January 7	Chicago	W 105–99 (OT)	Jodie Meeks (24)	Elton Brand , Spencer Hawes (8)	Jrue Holiday (6)	Wells Fargo Center 15,303	15–21
37	January 8	@ Detroit	L 109–112 (OT)	Evan Turner (19)	Elton Brand (14)	Jrue Holiday (12)	The Palace of Auburn Hills 20,038	15–22
38	January 11	Indiana	L 103–111 (OT)	Jrue Holiday (19)	Marreese Speights (9)	Jrue Holiday (8)	Wells Fargo Center 10,890	15–23
39	January 14	Milwaukee	W 95–94 (OT)	Louis Williams (25)	Andre Iguodala (6)	Andre Iguodala (7)	Wells Fargo Center 12,650	16–23
40	January 17	Charlotte	W 96–92 (OT)	Louis Williams (23)	Elton Brand (13)	Jrue Holiday , Andre Iguodala (6)	Wells Fargo Center 13,508	17–23
41	January 19	@ Orlando	L 98–99 (OT)	Louis Williams (19)	Jrue Holiday , Evan Turner (8)	Jrue Holiday , Andre Iguodala (6)	Amway Center 18,846	17–24
42	January 20	@ Charlotte	L 97–100 (OT)	Thaddeus Young (21)	Elton Brand (10)	Jrue Holiday (7)	Time Warner Cable Arena 14,326	17–25
43	January 22	Utah	W 96–85 (OT)	Andre Iguodala (22)	Spencer Hawes (11)	Andre Iguodala (5)	Wells Fargo Center 14,036	18–25
44	January 24	Phoenix	W 105–95 (OT)	Thaddeus Young (24)	Elton Brand (9)	Jrue Holiday (8)	Wells Fargo Center 14,881	19–25
45	January 26	@ Toronto	W 107–94 (OT)	Marreese Speights (23)	Marreese Speights (9)	Jrue Holiday (11)	Air Canada Centre 14,552	20–25
46	January 28	Memphis	L 94–99 (OT)	Jrue Holiday , Jodie Meeks (16)	Elton Brand (9)	Andre Iguodala (9)	Wells Fargo Center 14,289	20–26
