Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
33	January 2	@ Cleveland	L 92–117 (OT)	Ben Gordon (22)	Joakim Noah (10)	Ben Gordon (4)	Quicken Loans Arena 20,562	14–19
34	January 3	Minnesota	L 92–102 (OT)	Derrick Rose (22)	Aaron Gray (9)	Ben Gordon (6)	United Center 20,516	14–20
35	January 6	Sacramento	W 99–94 (OT)	Ben Gordon (24)	Drew Gooden (10)	Derrick Rose (8)	United Center 18,060	15–20
36	January 9	Washington	W 98–86 (OT)	Ben Gordon (22)	Drew Gooden (11)	Derrick Rose (9)	United Center 20,125	16–20
37	January 10	Oklahoma City	L 98–109 (OT)	Ben Gordon (22)	Drew Gooden (12)	Derrick Rose (6)	United Center 20,469	16–21
38	January 12	Portland	L 95–109 (OT)	Drew Gooden (22)	Drew Gooden (9)	Derrick Rose (10)	United Center 18,996	16–22
39	January 14	@ Toronto	W 102–98 (OT)	Derrick Rose (25)	Luol Deng (14)	Derrick Rose (10)	Air Canada Centre 18,494	17–22
40	January 15	Cleveland	W 102–93 (OT)	Luol Deng (22)	Luol Deng (8)	Derrick Rose (6)	United Center 21,297	18–22
41	January 17	San Antonio	L 87–92 (OT)	Ben Gordon (20)	Andrés Nocioni (15)	Derrick Rose (8)	United Center 22,100	18–23
42	January 19	@ New York	L 98–102 (OT)	Luol Deng , Derrick Rose (20)	Joakim Noah (18)	Derrick Rose (8)	Madison Square Garden 18,807	18–24
43	January 20	Atlanta	L 102–105 (OT)	Ben Gordon (21)	Joakim Noah (11)	Kirk Hinrich (8)	United Center 20,389	18–25
44	January 23	Toronto	L 94–114 (OT)	Ben Gordon (19)	Aaron Gray (7)	Kirk Hinrich (7)	United Center 20,886	18–26
45	January 25	@ Minnesota	L 108–109 (OT)	Ben Gordon (23)	Joakim Noah (10)	Derrick Rose (7)	Target Center 16,009	18–27
46	January 28	@ L.A. Clippers	W 95–75 (OT)	Luol Deng (23)	Tyrus Thomas (10)	Ben Gordon (8)	Staples Center 15,637	19–27
47	January 30	@ Sacramento	W 109–88 (OT)	Ben Gordon , Luol Deng (20)	Tyrus Thomas (10)	Derrick Rose (11)	ARCO Arena 13,356	20–27
48	January 31	@ Phoenix	W 122–111 (OT)	Derrick Rose , Ben Gordon (26)	Luol Deng (10)	Kirk Hinrich , Ben Gordon (6)	US Airways Center 18,422	21–27
