Place	Player	Country	Score	To par
1	Ernie Els	South Africa	70-66-72=208	–5
2	Søren Hansen	Denmark	68-69-73=210	–3
T3	Thomas Bjørn	Denmark	68-70-73=211	–2
T3	Sergio García	Spain	71-69-71=211	–2
T3	Justin Leonard	United States	71-72-68=211	–2
T3	Shigeki Maruyama	Japan	68-68-75=211	–2
T3	Scott McCarron	United States	71-68-72=211	–2
T3	Justin Rose	England	68-75-68=211	–2
T3	Des Smyth	Ireland	68-69-74=211	–2
T10	Steve Elkington	Australia	71-73-68=212	–1
T10	Pádraig Harrington	Ireland	69-67-76=212	–1
T10	Thomas Levet	France	72-66-74=212	–1
T10	Peter Lonard	Australia	72-72-68=212	–1
