Date	Opponent	Score	Loss	Attendance	Record
April 9	@ Tigers	6–2	McLaughlin (0–1)	51,452	0–1
April 11	@ Tigers	6–2	Stieb (0–1)	13,617	0–2
April 12	@ Tigers	6–2	Bailey (0–1)	9,950	1–2
April 13	Yankees	5–1	John (1–1)	25,112	2–2
April 15	Yankees	6–3	Todd (0–1)	16,280	2–3
April 16	Tigers	2–0	Stieb (0–2)	11,058	2–4
April 17	Tigers	8–5	Leal (1–1)	15,196	2–5
April 18	Tigers	4–3	Clancy (1–1)	16,294	2–6
April 19	Tigers	9–1	Morris (1–1)	12,274	3–6
April 20	Brewers	5–4 (12)	Willis (0–1)	12,298	3–7
April 21	Brewers	6–2	Stieb (0–3)	11,083	3–8
April 22	Brewers	8–1	Leal (1–2)	11,792	3–9
April 23	@ Yankees	Postponed (rain) Not rescheduled	Postponed (rain) Not rescheduled	Postponed (rain) Not rescheduled	Postponed (rain) Not rescheduled
April 24	@ Yankees	4–2	Bomback (1–1)	20,863	3–10
April 25	@ Yankees	7–2	May (3–1)	17,319	4–10
April 26	@ Yankees	2–1	Underwood (0–2)	37,306	5–10
April 27	@ Brewers	4–3 (12)	Garvin (0–1)	6,692	5–11
April 28	@ Brewers	6–2	Caldwell (2–2)	6,433	6–11
April 29	@ Brewers	5–0 (14)	Easterly (0–1)	7,320	7–11
April 30	@ Orioles	4–0	Todd (1–2)	7,726	7–12
