Club	Played	Drawn	Lost	Points for	Points against	Tries for	Tries against	Try bonus	Losing bonus	Points
Club	Played	Drawn	Lost	Points for	Points against	Tries for	Tries against	Try bonus	Losing bonus	Points
Llanishen RFC	22	1	2	530	238	60	28	6	1	85
Rhiwbina RFC	22	2	6	593	383	78	46	9	3	72
Nelson RFC	22	2	6	552	407	69	45	9	3	72
St. Peters RFC	22	2	6	514	438	69	53	10	2	72
Fairwater RFC	22	0	10	448	399	59	38	5	4	57
Brecon RFC	22	1	10	399	400	48	47	4	5	55
Dowlais RFC	22	3	10	338	370	45	46	3	4	49
Gwernyfed RFC	22	0	13	412	439	54	54	5	6	47
Aberdare RFC	22	1	13	400	479	45	60	4	5	43
Tonyrefail RFC	22	0	14	368	444	40	56	2	8	42
Pentyrch RFC	22	2	13	340	461	36	58	3	4	39
Penarth RFC	22	0	22	297	733	32	104	1	6	7
Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012
