Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
60	March 1	Atlanta	L 92–116 (OT)	Derrick Rose (24)	Taj Gibson (13)	Kirk Hinrich (6)	United Center 19,011	31-29
61	March 4	Memphis	L 96–105 (OT)	Luol Deng (23)	Brad Miller (7)	Kirk Hinrich (4)	United Center 19,187	31-30
62	March 6	Dallas	L 116–122 (OT)	Derrick Rose (34)	Taj Gibson (11)	Derrick Rose (8)	United Center 21,737	31-31
63	March 9	Utah	L 108–132 (OT)	Derrick Rose (25)	Kirk Hinrich , Hakim Warrick (5)	Derrick Rose (13)	United Center 18,451	31-32
64	March 11	@ Orlando	L 82–111 (OT)	James Johnson (13)	Taj Gibson (9)	Kirk Hinrich (6)	Amway Arena 17,461	31-33
65	March 12	@ Miami	L 95–108 (OT)	James Johnson , Jannero Pargo (20)	Brad Miller (11)	Kirk Hinrich (6)	AmericanAirlines Arena 19,600	31-34
66	March 16	@ Memphis	L 97–104 (OT)	Ronald Murray (25)	Brad Miller (11)	Jannero Pargo (8)	FedEx Forum 15,413	31-35
67	March 17	@ Dallas	L 106–113 (OT)	Acie Law (22)	Chris Richard (9)	Brad Miller , Jannero Pargo (4)	American Airlines Center 20,406	31-36
68	March 19	Cleveland	L 85–92 (OT)	Taj Gibson (20)	Taj Gibson (13)	Kirk Hinrich (11)	United Center 23,129	31-37
69	March 20	@ Philadelphia	W 98–84 (OT)	Derrick Rose (23)	Taj Gibson (7)	Kirk Hinrich (11)	Wachovia Center 16,098	32-37
70	March 22	Houston	W 98–88 (OT)	Derrick Rose (27)	Brad Miller , Taj Gibson (12)	Derrick Rose (8)	United Center 19,834	33-37
71	March 25	Miami	L 74–103 (OT)	Hakim Warrick (14)	Taj Gibson (10)	Derrick Rose (5)	United Center 21,592	33-38
72	March 27	New Jersey	W 106–83 (OT)	Jannero Pargo (27)	Taj Gibson (13)	Derrick Rose (9)	United Center 20,592	34-38
73	March 28	@ Detroit	W 110–103 (OT)	Ronald Murray (23)	Taj Gibson (10)	Derrick Rose (9)	Palace of Auburn Hills 22,076	35-38
