Place	Player	Country	Score	To par
1	Tiger Woods	United States	66	−4
T2	Billy Andrade	United States	68	−2
T2	Paul Azinger	United States	68	−2
T2	Glen Day	United States	68	−2
T2	Bob Estes	United States	68	−2
T2	Bill Glasson	United States	68	−2
T2	Scott Gump	United States	68	−2
T2	Frank Lickliter	United States	68	−2
T2	Shigeki Maruyama	Japan	68	−2
T10	Russ Cochran	United States	69	−1
T10	Trevor Dodds	Namibia	69	−1
T10	Steve Elkington	Australia	69	−1
T10	Harrison Frazar	United States	69	−1
T10	Per-Ulrik Johansson	Sweden	69	−1
T10	Scott McCarron	United States	69	−1
T10	Mark O'Meara	United States	69	−1
T10	Kenny Perry	United States	69	−1
T10	Craig Stadler	United States	69	−1
T10	Steve Stricker	United States	69	−1
T10	Bob Tway	United States	69	−1
