Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
59	March 2	New Jersey	W 107–90 (OT)	Vince Carter (38)	Charles Oakley (14)	Charles Oakley (8)	Air Canada Centre 19,800	32–27
60	March 4	New York	W 98–88 (OT)	Vince Carter (25)	Antonio Davis (9)	Alvin Williams (7)	Air Canada Centre 19,800	33–27
61	March 6	@ Sacramento	L 91–98 (OT)	Vince Carter , Antonio Davis (25)	Vince Carter , Antonio Davis (9)	Alvin Williams (4)	ARCO Arena 17,317	33–28
62	March 7	@ L.A. Lakers	L 85–97 (OT)	Vince Carter (28)	Charles Oakley (10)	Charles Oakley (6)	Staples Center 18,997	33–29
63	March 9	@ Seattle	W 110–99 (OT)	Vince Carter (32)	Charles Oakley (12)	Alvin Williams (8)	KeyArena 17,072	34–29
64	March 11	@ Vancouver	W 101–84 (OT)	Vince Carter (25)	Vince Carter (8)	Charles Oakley (6)	General Motors Place 19,193	35–29
65	March 13	Milwaukee	L 97–101 (OT)	Vince Carter (24)	Keon Clark (10)	Chris Childs (8)	Air Canada Centre 19,800	35–30
66	March 15	@ New York	L 72–88 (OT)	Vince Carter (22)	Jerome Williams (9)	Chris Childs (8)	Madison Square Garden 19,763	35–31
67	March 20	Indiana	W 102–81 (OT)	Vince Carter (33)	Charles Oakley (9)	Chris Childs , Alvin Williams (7)	Air Canada Centre 19,800	36–31
68	March 21	@ Charlotte	L 95–111 (OT)	Vince Carter (23)	Keon Clark , Antonio Davis (6)	Alvin Williams (9)	Charlotte Coliseum 15,746	36–32
69	March 23	Atlanta	W 112–86 (OT)	Vince Carter (29)	Alvin Williams (10)	Alvin Williams (14)	Air Canada Centre 19,554	37–32
70	March 25	Vancouver	W 102–92 (OT)	Vince Carter (24)	Antonio Davis (14)	Alvin Williams (8)	Air Canada Centre 19,800	38–32
71	March 27	@ Miami	W 101–92 (OT)	Vince Carter (38)	Charles Oakley (14)	Alvin Williams (11)	American Airlines Arena 18,221	39–32
