Software	Latest stable date (version)	Cost ( USD )	Open source	License
AccuHash	2.0.18	$19.95	No	proprietary
BeaverSFV	1.2	Free	No	freeware
CDCheck	2008-04-10 (3.1.14.0)	various	No	proprietary
Checksum Compare	1.2	Free	No	freeware
cfv	2009-06-07 (1.18.3)	Free	Yes	GPL
cksum	various	Free	Yes	various
Cobynsoft's Hash Calculator	1.1	Free	No	freeware
Data Digester	1.6.5	various	No	proprietary
DeepDigest	2013-08-04 (1.2.03)	Free	Yes	GPL
DySFV	1.4.0.0	Free	Yes	GPL
ExactFile	1.0.0.15	Free	No	freeware
eXpress CheckSum Calculator	1.0	Free	No	freeware
FastSum	1.7.0.403 GUI /1.9.0.149 CLI	various	No	freeware / shareware
FCIV	2004-05-17	Free	No	freeware
Febooti Hash & CRC	2013-01-29 (v3.5)	Free	No	freeware
FileVerifier++	2011-09-16 (0.6.3.5830)	Free	Yes	GPL
FlashSFV	2.6	Free	No	freeware / donationware
FSUM	2.52	Free	No	freeware
Fsum Frontend	1.5.5.1	Free	Yes	GPL
HashCalc	2.02	Free	No	freeware
HashCheck	2.1.11	Free	Yes	BSD
hashsum.com	Online	Free	No	freeware
ilSFV	2011-08-16 (1.10)	Free	Yes	freeware
IntactFile	v1.0	Free	No	freeware
jdigest	0.2.0	Free	Yes	GPL
jHashCalc	1.2	Free	Yes	GPL
Jacksum	2006-07-30 (1.7.0)	Free	Yes	GPL
MD5 File Hasher	1.3.0.7	Free	No	freeware / shareware
MD5 & SHA Checksum Utility	2.0	Free	No	freeware
md5deep (and HashDeep)	2012-10-24 (4.3)	Free	Yes	public domain
md5sum	various	Free	Yes	various
MD5summer	2006-04-05 (1.2.0.11)	Free	Yes	GPL / postcards
QuickSFV	2.36	Free	No	freeware
RapidCRC	0.6.1	Free	Yes	GPL
RekSFV	2012-09-23 (v1.6.4)	Free	No	freeware
RHash	2012-12-25 (v1.2.10)	Free	Yes	freeware
SFV Checker	1.20	No	No	proprietary
sha1sum	various	Free	Yes	various
SuperSFV	1.2	Free	Yes	GPL
TeraCopy	2012-01-30 (v2.27)	various	No	freeware / shareware
WinHasher	2012-06-07 (v1.6.1.65)	Free	Yes	GPL
wxChecksums	2006-03-04 (v1.2.2)	Free	Yes	GPL
Software	Latest stable date (version)	Cost ( USD )	Open source	License
