Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
33	January 2	@ Jazz	W 105–95 (OT)	Ty Lawson (23)	Kenyon Martin (12)	Ty Lawson (9)	EnergySolutions Arena 19,911	21-12
34	January 3	76ers	L 105–108 (OT)	Nenê (24)	Nenê (15)	Ty Lawson (9)	Pepsi Center 19,155	21-13
35	January 5	Warriors	W 123–122 (OT)	Kenyon Martin (27)	Kenyon Martin (13)	Ty Lawson (8)	Pepsi Center 15,129	22-13
36	January 8	Cavaliers	W 99–97 (OT)	Chauncey Billups (23)	Kenyon Martin (12)	Chauncey Billups (5)	Pepsi Center 19,996	23-13
37	January 9	@ Kings	L 100–102 (OT)	Chauncey Billups (27)	Kenyon Martin (10)	Kenyon Martin (5)	ARCO Arena 14,411	23-14
38	January 11	Timberwolves	W 105–94 (OT)	Carmelo Anthony (24)	Kenyon Martin (15)	Chauncey Billups (10)	Pepsi Center 14,669	24-14
39	January 13	Magic	W 115–97 (OT)	Carmelo Anthony (27)	Kenyon Martin (10)	Anthony Carter (6)	Pepsi Center 18,475	25-14
40	January 17	Jazz	W 119–112 (OT)	Carmelo Anthony (37)	Kenyon Martin (9)	J.R. Smith (5)	Pepsi Center 19,519	26-14
41	January 20	@ Warriors	W 123–118 (OT) OT	Chauncey Billups (37)	Kenyon Martin (14)	Chauncey Billups (8)	Oracle Arena 17,223	27-14
42	January 21	Clippers	W 105–85 (OT)	Carmelo Anthony (28)	Kenyon Martin (14)	Chauncey Billups (6)	Pepsi Center 15,343	28-14
43	January 23	Hornets	W 116–110 (OT)	Carmelo Anthony (30)	Kenyon Martin (14)	Chauncey Billups (9)	Pepsi Center 19,807	29-14
44	January 25	Bobcats	W 104–93 (OT)	Chauncey Billups (27)	Chauncey Billups , J.R. Smith (6)	Chauncey Billups (11)	Pepsi Center 16,909	30-14
45	January 27	@ Rockets	W 97–92 (OT)	J.R. Smith (22)	Kenyon Martin (15)	Chauncey Billups (4)	Toyota Center 16,357	31-14
46	January 29	@ Thunder	L 84–101 (OT)	J.R. Smith (19)	Kenyon Martin (9)	Chauncey Billups (7)	Ford Center 18,203	31-15
