Date	Opponent	Score	Loss	Attendance	Record
July 1	Red Sox	4 - 0	Carpenter (7-5)	34,348	38-43
July 2	Red Sox	16 - 4	Loaiza (5-9)	38,237	38-44
July 3	@ Devil Rays	7 - 2	Michalak (5-6)	13,789	38-45
July 4	@ Devil Rays	8 - 1	Rekar (1-10)	13,119	39-45
July 5	@ Devil Rays	7 - 4	Rupe (4-8)	10,706	40-45
July 6	Expos	10 - 7	Quantrill (7-2)	20,074	40-46
July 7	Expos	9 - 8 (11)	Strickland (1-4)	23,976	41-46
July 8	Expos	9 - 3	Armas (7-8)	31,012	42-46
July 12	@ Phillies	2 - 1 (11)	Santiago (0-2)	20,306	43-46
July 13	@ Phillies	5 - 2	Plesac (2-3)	18,279	43-47
July 14	@ Phillies	4 - 2	Figueroa (1-2)	22,418	44-47
July 15	@ Mets	6 - 2	Michalak (6-7)	32,138	44-48
July 16	@ Mets	3 - 0	Halladay (0-1)	34,203	44-49
July 17	@ Mets	1 - 0	Carpenter (7-6)	26,630	44-50
July 18	Red Sox	5 - 4	Koch (1-3)	30,449	44-51
July 19	Red Sox	4 - 3	Lowe (4-7)	30,488	45-51
July 20	@ Yankees	10 - 4	Jodie (0-1)	46,634	46-51
July 21	@ Yankees	5 - 3	Rivera (3-5)	55,264	47-51
July 22	@ Yankees	7 - 3	Carpenter (7-7)	51,132	47-52
July 23	@ Yankees	7 - 2	Parris (4-6)	38,573	47-53
July 24	@ Red Sox	6 - 4	Hamilton (5-7)	33,154	47-54
July 25	@ Red Sox	4 - 3 (10)	Lowe (4-8)	33,030	48-54
July 26	@ Red Sox	6 - 3	File (3-2)	33,094	48-55
July 27	Yankees	9 - 1	Carpenter (7-8)	36,666	48-56
July 28	Yankees	12 - 1	Escobar (2-5)	44,105	48-57
July 29	Yankees	9 - 3	Hamilton (5-8)	40,149	48-58
July 31	Twins	3 - 1	Mays (12-8)	23,849	49-58
