Club	Played	Drawn	Lost	Points for	Points against	Tries for	Tries against	Try bonus	Losing bonus
Club	Played	Drawn	Lost	Points for	Points against	Tries for	Tries against	Try bonus	Losing bonus
Caernarfon RFC	18	0	3	524	249	72	32	8	1
Nant Conwy RFC	18	0	4	427	177	62	19	6	2
Bro Ffestiniog RFC	18	0	5	437	246	62	30	6	5
Bethesda RFC	18	0	6	365	208	47	21	5	5
Pwllheli RFC	18	0	9	344	251	50	30	3	6
Bala RFC	18	0	11	242	318	30	40	2	3
Llangefni RFC	18	0	10	271	450	28	63	0	0
Ruthin RFC	18	0	12	311	346	39	50	2	5
Mold RFC	18	0	14	247	416	31	55	2	4
Llandudno RFC	18	0	16	204	711	25	106	0	1
Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012
