Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
61	March 1	@ Charlotte	W 89–84 (OT)	Dirk Nowitzki (27)	Dirk Nowitzki (13)	Jason Kidd (7)	Time Warner Cable Arena 15,691	40-21
62	March 3	Minnesota	W 112–109 (OT)	Jason Terry (26)	Shawn Marion (7)	Jason Terry (5)	American Airlines Center 19,511	41-21
63	March 5	Sacramento	W 108–100 (OT)	Dirk Nowitzki (31)	Dirk Nowitzki (12)	Jason Kidd (12)	American Airlines Center 19,954	42-21
64	March 6	@ Chicago	W 122–116 (OT)	Dirk Nowitzki (27)	Jason Kidd (11)	Jason Kidd (15)	United Center 21,737	43-21
65	March 8	@ Minnesota	W 125–112 (OT)	Shawn Marion (29)	Shawn Marion (14)	Jason Kidd (9)	Target Center 14,007	44-21
66	March 10	New Jersey	W 96–87 (OT)	Jason Kidd (20)	Shawn Marion (13)	Jason Kidd (9)	American Airlines Center 19,770	45-21
67	March 13	NY Knicks	L 94–128 (OT)	Dirk Nowitzki (20)	Dirk Nowitzki (12)	Jason Kidd (6)	American Airlines Center 20,224	45-22
68	March 17	Chicago	W 113–106 (OT)	Caron Butler (27)	Dirk Nowitzki (7)	Dirk Nowitzki (5)	American Airlines Center 20,406	46-22
69	March 20	Boston	L 93–102 (OT)	Dirk Nowitzki (28)	Jason Kidd (6)	Jason Kidd (9)	American Airlines Center 20,488	46-23
70	March 22	@ New Orleans	L 99–115 (OT)	Jason Terry (24)	Brendan Haywood (9)	Jason Kidd (6)	New Orleans Arena 14,047	46-24
71	March 23	LA Clippers	W 106–96 (OT)	Jason Kidd (26)	Brendan Haywood (10)	Jason Kidd (12)	American Airlines Center 19,705	47-24
72	March 25	@ Portland	L 89–101 (OT)	Caron Butler (25)	Caron Butler (9)	Jason Kidd (7)	Rose Garden Arena 20,611	47-25
73	March 27	@ Golden State	W 111–90 (OT)	Rodrigue Beaubois (40)	Dirk Nowitzki (10)	Jason Kidd (11)	Oracle Arena 19,104	48-25
74	March 29	Denver	W 109–93 (OT)	Dirk Nowitzki (34)	Dirk Nowitzki (10)	Jason Kidd (10)	American Airlines Center 20,085	49-25
