Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
49	February 3	Chicago	W 107–100 (OT)	Yao Ming (28)	Luis Scola (18)	Tracy McGrady , Ron Artest (6)	Toyota Center 16,653	30–19
50	February 4	@ Memphis	L 93–104 (OT)	Tracy McGrady (21)	Yao Ming (9)	Rafer Alston (6)	FedExForum 10,109	30–20
51	February 7	Minnesota	W 107–90 (OT)	Yao Ming (30)	Luis Scola (10)	Rafer Alston , Ron Artest , Shane Battier (6)	Toyota Center 16,815	31–20
52	February 9	@ Milwaukee	L 112–124 (OT)	Aaron Brooks (23)	Yao Ming (10)	Tracy McGrady (5)	Bradley Center 13,904	31–21
53	February 11	Sacramento	W 94–82 (OT)	Yao Ming (24)	Yao Ming (18)	Rafer Alston (13)	Toyota Center 15,626	32–21
54	February 17	New Jersey	W 114–88 (OT)	Yao Ming (20)	Yao Ming (12)	Rafer Alston (11)	Toyota Center 14,921	33–21
55	February 20	Dallas	W 93–86 (OT)	Yao Ming (22)	Luis Scola (15)	Aaron Brooks (8)	Toyota Center 18,195	34–21
56	February 22	Charlotte	W 99–78 (OT)	Ron Artest (26)	Luis Scola (10)	Shane Battier (5)	Toyota Center 17,124	35–21
57	February 24	Portland	W 98–94 (OT)	Ron Artest (21)	Luis Scola (11)	Ron Artest (5)	Toyota Center 17,515	36–21
58	February 26	Cleveland	W 93–74 (OT)	Yao Ming (28)	Luis Scola (9)	Kyle Lowry , Aaron Brooks (7)	Toyota Center 18,399	37–21
