Club	Played	Drawn	Lost	Try BP	Losing BP
Club	Played	Drawn	Lost	Try BP	Losing BP
Blackwood RFC	22	0	1	14	0
Newbridge RFC	22	2	4	11	1
Llanharan RFC	22	1	7	7	1
UWIC RFC	22	1	9	9	3
Bargoed RFC	22	1	9	9	2
Caerphilly RFC	22	3	8	6	4
Merthyr RFC	22	1	9	6	2
Ystrad Rhondda RFC	22	1	12	6	4
Rumney RFC	22	0	14	3	3
Beddau RFC	22	0	16	3	1
Penallta RFC	22	0	19	2	8
Newport Saracens RFC	22	0	19	2	5
Correct as of 9:53 10 May 2009	Correct as of 9:53 10 May 2009	Correct as of 9:53 10 May 2009	Correct as of 9:53 10 May 2009	Correct as of 9:53 10 May 2009	Correct as of 9:53 10 May 2009
