Place	Player	Country	Score	To par
1	Andy North	United States	70-70=140	–2
T2	Jack Nicklaus	United States	73-69=142	E
T2	Gary Player	South Africa	71-71=142	E
T2	J. C. Snead	United States	70-72=142	E
T5	Bobby Clampett (a)	United States	70-73=143	+1
T5	Mark Hayes	United States	73-70=143	+1
T5	Hale Irwin	United States	69-74=143	+1
T5	Lee Trevino	United States	72-71=143	+1
T9	Seve Ballesteros	Spain	75-69=144	+2
T9	Andy Bean	United States	72-72=144	+2
T9	Phil Hancock	United States	71-73=144	+2
T9	Joe Inman	United States	72-72=144	+2
T9	Peter Oosterhuis	England	72-72=144	+2
T9	Dave Stockton	United States	71-73=144	+2
