Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
29	January 2	@ Cleveland	L 94–98	J. Johnson (24)	A. Horford (9)	A. Horford (3)	Quicken Loans Arena 20,562	15–14
30	January 4	@ Indiana	L 91–113	J. Childress (26)	J. Childress (8)	M. West (3)	Conseco Fieldhouse 10,797	15–15
31	January 5	New Jersey	L 107–113	J. Smith (34)	J. Smith (9)	A. Johnson (10)	Philips Arena 15,766	15–16
32	January 9	Cleveland	W 90–81	J. Johnson (29)	A. Horford (15)	A. Johnson (6)	Philips Arena 16,246	16–16
33	January 11	Washington	L 98–102	J. Smith (35)	A. Horford (19)	A. Johnson , J. Johnson (9)	Philips Arena 16,064	16–17
34	January 13	Chicago	W 105–84	J. Johnson (37)	J. Johnson , J. Childress , A. Horford (9)	J. Johnson (6)	Philips Arena 16,065	17–17
35	January 15	Denver	W 104–93	J. Johnson (22)	M. Williams (9)	A. Johnson (6)	Philips Arena 18,235	18–17
36	January 16	@ Milwaukee	L 80–87	M. Williams (22)	A. Horford , J. Johnson (7)	A. Johnson (7)	Bradley Center 14,506	18–18
37	January 18	@ Toronto	L 78–89	J. Johnson (25)	A. Horford , M. Williams , J. Smith (9)	J. Smith , J. Johnson (7)	Air Canada Centre 19,800	18–19
38	January 21	Portland	L 109–111	J. Johnson (37)	J. Smith (17)	J. Johnson (7)	Philips Arena 17,400	18–20
39	January 23	@ Denver	L 100–107	J. Smith (22)	J. Smith (12)	J. Smith (10)	Pepsi Center 14,213	18–21
40	January 25	@ Seattle	W 99–90	M. Williams (33)	A. Horford (16)	J. Johnson (7)	KeyArena 13,647	19–21
41	January 27	@ Portland	L 93–94	J. Johnson (19)	A. Horford (12)	A. Johnson (11)	Rose Garden 20,438	19–22
42	January 29	@ Phoenix	L 92–125	M. Williams (18)	M. Williams , J. Johnson (8)	A. Law (4)	US Airways Center 18,422	19–23
43	January 30	@ LA Clippers	L 88–95	J. Smith (21)	J. Smith , A. Horford (10)	J. Smith (8)	Staples Center 14,874	19–24
