Township	County	Pop. (2010)	Land ( sqmi )	Water (sqmi)	Latitude	Longitude	GEO ID	ANSI code
Nansen	Richland	86	35.996	0.000	46.412743	-96.967118	3807755340	01036847
Nash	Nelson	53	35.769	0.277	48.057221	-97.946797	3806355460	01036576
Naughton	Burleigh	158	35.981	0.000	46.939251	-100.644871	3801555540	01037122
Nebo	Bowman	26	35.855	0.029	46.078095	-103.675913	3801155580	01759313
Neche	Pembina	37	49.034	0.025	48.930222	-97.481341	3806755660	01036736
Nedrose	Ward	2,252	31.563	0.681	48.247362	-101.198445	3810155700	01759687
Nekoma	Cavalier	26	35.152	0.465	48.592606	-98.381088	3801955780	02397843
Nelson	Barnes	57	35.978	0.044	46.775819	-98.002992	3800355820	01036410
Nesheim	Nelson	43	35.740	0.072	47.723086	-98.214901	3806355860	01036559
Ness	Pierce	84	36.522	0.221	48.326458	-100.182567	3806955900	01759558
New City	Towner	18	35.686	0.034	48.588019	-99.435275	3809556140	01759658
New England	Hettinger	107	35.584	0.000	46.498888	-102.863047	3804156220	01037229
New Home	Williams	5	35.981	0.013	48.509517	-103.200445	3810556300	01037037
New Prairie	Ward	237	35.980	0.085	48.152796	-101.079000	3810156580	01759688
New Rockford	Eddy	81	34.517	0.225	47.723034	-99.082099	3802756660	02397845
Newborg	Bottineau	43	35.579	0.397	48.671222	-100.983793	3800955940	01759285
Newbre	Ramsey	36	34.074	2.057	48.234711	-98.475995	3807155980	01759582
Newburgh	Steele	90	35.752	0.000	47.628715	-97.536757	3809156060	01036670
Newbury	Stutsman	51	34.618	1.475	46.757273	-99.422883	3809356100	01036465
Newland	Ramsey	26	35.619	0.445	48.412940	-98.383895	3807156380	01759583
Newman	Ward	55	35.878	0.200	47.982737	-101.158511	3810156500	01759689
Newport	McHenry	91	35.731	0.000	48.326607	-100.431899	3804956540	01759503
Niagara	Grand Forks	72	35.158	0.051	47.971139	-97.795313	3803556820	01036615
Noble	Cass	74	31.403	0.000	47.193938	-96.886845	3801757020	01036393
Nogosek	Stutsman	20	35.044	0.468	47.276948	-98.656796	3809357060	01036508
Noltimier	Barnes	65	35.956	0.114	47.023152	-97.896614	3800357140	01036425
Noonan	Ramsey	31	33.786	2.112	48.243169	-98.593544	3807157260	01759585
Nora	LaMoure	71	35.955	0.057	46.419968	-98.715208	3804557300	01036904
Norden	LaMoure	51	35.560	0.051	46.340202	-98.975734	3804557340	01036893
Nordmore	Foster	65	35.541	0.132	47.531957	-98.944256	3803157380	01759428
Norma	Barnes	36	35.672	0.293	46.772107	-97.860867	3800357420	01036408
Normal	McHenry	66	35.644	0.094	48.496325	-100.329798	3804957500	01759504
Norman	Traill	74	35.833	0.000	47.367868	-97.410378	3809757540	01036687
Normania	Benson	44	34.401	1.491	48.231640	-99.255642	3800557580	01759253
Normanna	Cass	333	34.474	0.000	46.674639	-96.988042	3801757620	01036352
North Creel	Ramsey	426	30.081	1.505	48.171139	-98.892019	3807157722	01930432
North Loma	Cavalier	9	18.087	0.150	48.694804	-98.504652	3801958020	01759375
North Olga	Cavalier	39	41.680	0.016	48.855380	-98.030512	3801958060	01759376
North Prairie	McHenry	103	35.829	0.030	48.160147	-100.939776	3804958100	01759505
North Star	Burke	35	39.925	0.544	48.943570	-102.212788	3801358140	01759327
North Viking	Benson	59	35.009	0.152	47.981185	-99.483197	3800558180	01759254
Northfield	Ramsey	27	34.758	0.931	48.497967	-98.641975	3807157780	01759586
Northland	Ransom	52	35.731	0.049	46.581484	-97.959722	3807357900	01036885
Northwest	Dickey	19	32.728	0.535	46.236633	-98.932665	3802158220	01036782
Northwest	Kidder	22	32.796	1.664	47.271528	-100.041340	3804358260	01037157
Northwood	Grand Forks	138	34.524	0.000	47.714443	-97.559499	3803558340	01036589
Norton	Walsh	69	35.709	0.115	48.329140	-97.980997	3809958380	01036530
Norway	Traill	169	35.697	0.000	47.454462	-97.155599	3809758540	01036692
Norway Lake	Wells	46	34.641	0.879	47.810323	-99.479050	3810358580	01759707
Norwich	McHenry	143	35.623	0.096	48.239856	-100.948404	3804958660	01759506
