Driver	Constructor	Laps	Time/Retired	Grid
Eddie Irvine	Ferrari	45	1:21:58.594	5
Mika Salo	Ferrari	45	+1.007	4
Heinz-Harald Frentzen	Jordan - Mugen-Honda	45	+5.195	2
Ralf Schumacher	Williams - Supertec	45	+12.809	11
David Coulthard	McLaren - Mercedes	45	+16.823	3
Olivier Panis	Prost - Peugeot	45	+29.879	7
Alexander Wurz	Benetton - Playlife	45	+33.333	13
Jean Alesi	Sauber - Petronas	45	+1:11.291	21
Marc Gené	Minardi - Ford	45	+1:48.318	15
Luca Badoer	Minardi - Ford	44	+1 Lap	19
Johnny Herbert	Stewart - Ford	40	Gearbox	17
Pedro de la Rosa	Arrows	37	Accident	20
Mika Häkkinen	McLaren - Mercedes	25	Tyre	1
Alessandro Zanardi	Williams - Supertec	21	Differential	14
Ricardo Zonta	BAR - Supertec	20	Engine	18
Toranosuke Takagi	Arrows	15	Engine	22
Damon Hill	Jordan - Mugen-Honda	13	Brakes	8
Jarno Trulli	Prost - Peugeot	10	Engine	9
Giancarlo Fisichella	Benetton - Playlife	7	Suspension	10
Rubens Barrichello	Stewart - Ford	6	Hydraulics	6
Jacques Villeneuve	BAR - Supertec	0	Collision	12
Pedro Diniz	Sauber - Petronas	0	Collision	16
