Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
34	January 2	Denver	L 120–122 (OT)	Kevin Durant (33)	Kevin Durant (9)	Earl Watson (7)	Ford Center 18,613	4–30
35	January 6	New York	W 107–99 (OT)	Kevin Durant , Jeff Green (27)	Kevin Durant (12)	Russell Westbrook (9)	Ford Center 18,487	5–30
36	January 7	@ Minnesota	L 87–129 (OT)	Nick Collison (17)	Nick Collison (10)	Russell Westbrook (12)	Target Center 10,272	5–31
37	January 9	Houston	L 96–98 (OT)	Kevin Durant (27)	Nick Collison (10)	Russell Westbrook (6)	Ford Center 19,136	5–32
38	January 10	@ Chicago	W 109–98 (OT)	Kevin Durant (28)	Kevin Durant , Jeff Green , Russell Westbrook (12)	Earl Watson (11)	United Center 20,469	6–32
39	January 12	@ New Jersey	L 99–103 (OT)	Kevin Durant (26)	Jeff Green (10)	Earl Watson (9)	Izod Center 12,972	6–33
40	January 14	Utah	W 114–93 (OT)	Jeff Green (23)	Nenad Krstić , Nick Collison (11)	Russell Westbrook (7)	Ford Center 18,437	7–33
41	January 16	Detroit	W 89–79 (OT)	Kevin Durant (32)	Jeff Green (14)	Russell Westbrook (6)	Ford Center 19,136	8–33
42	January 18	Miami	L 94–104 (OT)	Kevin Durant (31)	Russell Westbrook (8)	Earl Watson (6)	Ford Center 19,136	8–34
43	January 21	@ Golden State	W 122–121 (OT)	Russell Westbrook (30)	Kevin Durant (12)	Russell Westbrook (7)	Oracle Arena 19,318	9–34
44	January 23	@ L.A. Clippers	L 104–107 (OT)	Kevin Durant (46)	Kevin Durant (15)	Kyle Weaver (5)	Staples Center 14,913	9–35
45	January 26	New Jersey	W 94–85 (OT)	Kevin Durant (18)	Chris Wilcox (9)	Kevin Durant , Russell Westbrook (4)	Ford Center 18,264	10–35
46	January 28	Memphis	W 114–102 (OT)	Kevin Durant (35)	Kevin Durant (10)	Kevin Durant (6)	Ford Center 18,450	11–35
