Date	Opponent	Score	Loss	Attendance	Record
August 1	@ Devil Rays	6 - 5	Wickman (0-1)	24,481	52-51
August 2	@ Devil Rays	5 - 3	Creek (1-2)	16,909	53-51
August 3	@ Devil Rays	5 - 1	Lopez (8-8)	21,703	54-51
August 4	Angels	11 - 10	Percival (4-5)	43,182	55-51
August 5	Angels	6 - 3	Schoeneweis (5-6)	43,162	56-51
August 6	Angels	5 - 2	Cooper (4-7)	43,133	57-51
August 7	Rangers	2 - 0	Helling (13-8)	43,258	58-51
August 8	Rangers	11 - 2	Bere (2-1)	43,238	58-52
August 9	Rangers	6 - 4	Perisho (2-4)	43,333	59-52
August 11	@ Mariners	7 - 1	Finley (9-9)	45,335	59-53
August 12	@ Mariners	5 - 4	Halama (10-6)	45,356	60-53
August 13	@ Mariners	10 - 4	García (4-3)	45,380	61-53
August 14	@ Athletics	8 - 1	Bere (2-2)	12,799	61-54
August 15	@ Athletics	5 - 3	Burba (10-5)	18,691	61-55
August 16	@ Athletics	7 - 6	Wickman (1-2)	32,376	61-56
August 18	Mariners	9 - 8	Rhodes (3-6)	43,126	62-56
August 19	Mariners	10 - 4	Moyer (11-7)	43,187	63-56
August 20	Mariners	12 - 4	Sele (13-8)	43,144	64-56
August 22	Athletics	14 - 6	Heredia (13-9)	43,299	65-56
August 23	Athletics	7 - 5	Hudson (13-6)	43,231	66-56
August 24	Athletics	11 - 7	Woodard (0-2)	43,276	66-57
August 25	@ Angels	4 - 1	Burba (11-6)	41,452	66-58
August 26	@ Angels	9 - 5	Schoeneweis (6-7)	37,697	67-58
August 27	@ Angels	10 - 9	Finley (10-10)	31,504	67-59
August 28	@ Rangers	5 - 2	Rogers (11-12)	22,134	68-59
August 29	@ Rangers	12 - 1	Glynn (3-3)	22,389	69-59
August 30	@ Rangers	5 - 3	Davis (5-5)	24,215	70-59
August 31	@ Rangers	14 - 7	Karsay (4-6)	27,333	70-60
