Week	Date	Opponent	Result	Attendance
1	September 5, 1988	Washington Redskins	W 27–20	76,417
2	September 11, 1988	San Francisco 49ers	L 20–17	75,943
3	September 18, 1988	at Dallas Cowboys	W 12–10	55,325
4	September 25, 1988	Los Angeles Rams	L 45–31	75,617
5	October 2, 1988	at Washington Redskins	W 24–23	54,601
6	October 10, 1988	at Philadelphia Eagles	L 24–13	63,736
7	October 16, 1988	Detroit Lions	W 30–10	74,813
8	October 23, 1988	at Atlanta Falcons	W 23–16	45,092
9	October 31, 1988	at Detroit Lions	W 13–10	38,354
10	November 6, 1988	Dallas Cowboys	W 29–21	75,826
11	November 13, 1988	at Phoenix Cardinals	L 24–17	65,324
12	November 20, 1988	Philadelphia Eagles	L 23–17	43,621
13	November 27, 1988	at New Orleans Saints	W 13–12	66,526
14	December 4, 1988	Phoenix Cardinals	W 44–7	73,438
15	December 11, 1988	Kansas City Chiefs	W 28–12	69,807
16	December 17, 1988	at New York Jets	L 27–21	69,770
