Name	Circuit	Date	Winning driver	Winning constructor	Report
Swedish Winter Grand Prix	Rämen	28 February	Olle Bennström	Ford	Report
Tunis Grand Prix	Carthage	3 April	Achille Varzi	Bugatti	Report
Monaco Grand Prix	Monaco	17 April	Tazio Nuvolari	Alfa Romeo	Report
Rome Grand Prix	Littorio	24 April	Luigi Fagioli	Maserati	Report
Oran Grand Prix	Arcone	24 April	Jean-Pierre Wimille	Bugatti	Report
British Empire Trophy	Brooklands	30 April	John Cobb	Delage	Report
Targa Florio	Madonie	8 May	Tazio Nuvolari	Alfa Romeo	Report
Finnish Grand Prix	Eläintarharata	8 May	Per-Viktor Widengren	Mercedes-Benz	Report
Grand Prix des Frontières	Chimay	15 May	Arthur Legat	Bugatti	Report
Provence Trophy	Nîmes	16 May	Stanislas Czaykowski	Bugatti	Report
Nîmes Grand Prix	Nîmes	16 May	Benoît Falchetto	Bugatti	Report
Avusrennen	AVUS	22 May	Manfred von Brauchitsch	Mercedes-Benz	Report
Casablanca Grand Prix	Anfa Circuit	22 May	Marcel Lehoux	Bugatti	Report
Eifelrennen	Nürburgring	29 May	Rudolf Caracciola	Alfa Romeo	Report
Torvilliers Circuit	Troyes	29 May	Robert Gauthier	Bugatti	Report
Picardy Grand Prix	Péronne	5 June	Philippe Étancelin	Alfa Romeo	Report
Lviv Grand Prix	Lviv	19 June	Rudolf Caracciola	Alfa Romeo	Report
Lorraine Grand Prix	Nancy	26 June	Jean-Pierre Wimille	Alfa Romeo	Report
Dieppe Grand Prix	Dieppe	24 July	Louis Chiron	Bugatti	Report
Nice Circuit Race	Nice	31 July	Louis Chiron	Bugatti	Report
Coppa Ciano	Montenero	31 July	Tazio Nuvolari	Alfa Romeo	Report
Coppa Acerbo	Pescara	14 August	Tazio Nuvolari	Alfa Romeo	Report
Grand Prix du Comminges	Saint-Gaudens	14 August	Goffredo Zehender	Alfa Romeo	Report
La Baule Grand Prix	La Baule	17 August	William Grover-Williams	Bugatti	Report
Masaryk Grand Prix	Brno	4 September	Louis Chiron	Bugatti	Report
Mountain Championship	Brooklands	10 September	Malcolm Campbell	Sunbeam	Report
Monza Grand Prix	Monza	11 September	Rudolf Caracciola	Alfa Romeo	Report
Antibes Grand Prix	Garoupe	11 September	Benoît Falchetto	Bugatti	Report
Marseille Grand Prix	Miramas	25 September	Raymond Sommer	Alfa Romeo	f Report
Munkkiniemenajo	Helsinki	25 September	Per-Viktor Widengren	Alfa Romeo	Report
