Race Name	Circuit	Date	Winning driver	Constructor	Report
XI Grande Prêmio Cidade do Rio de Janeiro	Gávea	20 January	José Froilán González	Ferrari	Report
II Gran Premio di Siracusa	Syracuse	16 March	Alberto Ascari	Ferrari	Report
VI Gran Premio del Valentino	Valentino Park	6 April	Luigi Villoresi	Ferrari	Report
IV Richmond Trophy	Goodwood	14 April	José Froilán González	Ferrari	Report
IV Lavant Cup	Goodwood	14 April	Mike Hawthorn	Cooper - Bristol	Report
XIII Pau Grand Prix	Pau	14 April	Alberto Ascari	Ferrari	Report
I Ibsley Grand Prix	Ringwood	19 April	Mike Hawthorn	Cooper - Bristol	Report
X Grand Prix de Marseille	Marseille	27 April	Alberto Ascari	Ferrari	Report
I Aston Martin Owners Club Grand Prix	Snetterton	3 May	Dickie Stoop	Frazer Nash	Report
IV BRDC International Trophy	Silverstone	10 May	Lance Macklin	HWM - Alta	Report
XIV Eläintarhanajot	Eläintarharata	11 May	Roger Laurent	Talbot-Lago	Report
V Gran Premio di Napoli	Posillipo	11 May	Giuseppe Farina	Ferrari	Report
XVI Internationales ADAC Eifelrennen	Nürburgring	25 May	Rudi Fischer	Ferrari	Report
VI Grand Prix de Paris	Montlhéry	25 May	Piero Taruffi	Ferrari	Report
XIV Grand Prix de l'Albigeois	Albi	1 June	Louis Rosier	Ferrari	Report
XXII Grand Prix des Frontières	Chimay	1 June	Paul Frère	HWM - Alta	Report
VI Ulster Trophy	Dundrod	7 June	Piero Taruffi	Ferrari	Report
V Gran Premio dell'Autodromo di Monza	Monza	8 June	Giuseppe Farina	Ferrari	Report
IV Aix les Bains Circuit du Lac	Aix-les-Bains	8 June	Jean Behra	Gordini	Report
I West Essex CC Race	Boreham	21 June	Reg Parnell	Cooper - Bristol	Report
XX Grand Prix de la Marne	Reims	29 June	Jean Behra	Gordini	Report
II Grand Prix de Sables d'Olonne	Sables	13 July	Luigi Villoresi	Ferrari	Report
I Grand Prix de Caen	Caen	27 July	Maurice Trintignant	Gordini	Report
II Daily Mail Trophy	Boreham	2 August	Luigi Villoresi	Ferrari	Report
XVI Grand Prix de Comminges	Comminges	10 August	André Simon	Ferrari	Report
I National Trophy	Turnberry	23 August	Mike Hawthorn	Connaught	Report
XI Grand Prix de la Baule	La Baule	24 August	Alberto Ascari	Ferrari	Report
III Gran Premio di Modena	Modena	14 September	Luigi Villoresi	Ferrari	Report
IV Circuit de Cadours	Cadours	14 September	Louis Rosier	Ferrari	Report
II Skarpnäcksloppet	Skarpnäck	14 September	Gunnar Carlsson	Mercury	Report
V Madgwick Cup	Goodwood	27 September	Ken Downing	Connaught	Report
VIII Internationales Avusrennen	AVUS	28 September	Rudi Fischer	Ferrari	Report
I Joe Fry Memorial Trophy	Castle Combe	4 October	Roy Salvadori	Ferrari	Report
I Newcastle Journal Trophy	Charterhall	11 October	Dennis Poore	Connaught	Report
XII Grande Prêmio Cidade do Rio de Janeiro	Gávea	14 December	Henrique Casini	Ferrari	Report
