Week	Date	Opponent	Result	Attendance
1	September 1, 1991	at Chicago Bears	L 10-6	64,112
2	September 8, 1991	at Atlanta Falcons	W 20-19	50,936
3	September 15, 1991	San Francisco 49ers	W 17-14	59,148
4	September 22, 1991	at New Orleans Saints	L 26-0	68,591
5	September 29, 1991	Denver Broncos	L 13-6	55,031
6	October 6, 1991	at Detroit Lions	L 24-20	63,423
7	October 13, 1991	Phoenix Cardinals	W 34-7	51,209
8	October 20, 1991	at New England Patriots	L 26-23 (OT)	45,367
9	October 27, 1991	at Phoenix Cardinals	W 28-0	45,447
10	November 3, 1991	Tampa Bay Buccaneers	W 28-13	35,737
11	November 11, 1991	Chicago Bears	L 34-17	59,001
12	November 17, 1991	at Green Bay Packers	W 35-21	57,614
13	November 24, 1991	Detroit Lions	L 34-14	51,644
14	Bye	Bye	Bye	Bye
15	December 8, 1991	at Tampa Bay Buccaneers	W 26-24	41,091
16	December 15, 1991	Los Angeles Rams	W 20-14	61,518
17	December 21, 1991	Green Bay Packers	L 27-7	52,860
