Res.	Record	Opponent	Method	Event	Round	Time	Location
Loss	21-8-1 (2)	Gleison Tibau	Decision (split)	UFC 164	3	5:00	Milwaukee, Wisconsin , United States
Win	21-7-1 (2)	Melvin Guillard	Decision (split)	UFC 155	3	5:00	Las Vegas, Nevada , United States
Loss	20-7-1 (2)	Joe Lauzon	Submission (triangle choke)	UFC on Fox: Shogun vs. Vera	3	2:44	Los Angeles, California , United States
Win	20-6-1 (2)	Edson Barboza	TKO (punches)	UFC 146	1	3:23	Las Vegas, Nevada , United States
Win	19-6-1 (2)	Drew Fickett	Submission (punches)	XFC 16	1	0:40	Knoxville, Tennessee , United States
Win	18-6-1 (2)	Nate Jolly	KO (punches)	XFC 14	1	1:09	Orlando, Florida , United States
Loss	17-6-1 (2)	Dakota Cochrane	Decision (unanimous)	Titan Fighting Championships 20	3	5:00	Kansas City, Kansas , United States
Win	17-5-1 (2)	Tyler Combs	Submission (north-south choke)	XFO 39	1	1:30	Hoffman Estates, Illinois , United States
Loss	16-5-1 (2)	Shane Roller	Submission (rear naked choke)	WEC 53	1	3:55	Glendale, Arizona , United States
Loss	16-4-1 (2)	Donald Cerrone	Decision (unanimous)	WEC 51	3	5:00	Broomfield, Colorado , United States
Draw	16-3-1 (2)	Kamal Shalorus	Draw (split)	WEC 49	3	5:00	Edmonton, Alberta , Canada
Loss	16-3 (2)	Benson Henderson	Submission (guillotine choke)	WEC 46	3	2:41	Sacramento, California , United States
Win	16-2 (2)	Donald Cerrone	Technical Decision (split)	WEC 38	5	3:10	San Diego, California , United States
Win	15-2 (2)	Marcus Hicks	TKO (punches)	WEC 35	1	2:08	Las Vegas, Nevada , United States
Win	14-2 (2)	Rob McCullough	TKO (punches)	WEC 32	3	2:54	Albuquerque, New Mexico , United States
Win	13-2 (2)	Sherron Leggett	TKO (punches & elbows)	WEC 29	1	4:08	Las Vegas, Nevada , United States
Win	12-2 (2)	Jason Gilliam	Technical Submission (rear naked choke)	UFC 68	1	1:34	Columbus, Ohio , United States
Loss	11-2 (2)	Hermes França	Submission (armbar)	UFC 62	3	3:31	Las Vegas, Nevada , United States
Win	11-1 (2)	Leonard Wilson	Submission (rear naked choke)	Rage in the Cage 78	2	1:07	Glendale, Arizona , United States
NC	10-1 (2)	Tony Llamas	No Contest	KOTC: Arizona	N/A	N/A	Globe, Arizona , United States
Win	10-1 (1)	Paul Arroyo	Submission (punches)	Rage in the Cage 71	1	2:03	Tempe, Arizona , United States
Win	9-1 (1)	Adam Roland	TKO (punches)	Rage in the Cage 70	1	2:46	Glendale, Arizona , United States
Win	8-1 (1)	Jesse Bongfeldt	TKO (punches)	WFF 7: Professional Shooto	1	4:12	Vancouver, British Columbia , Canada
Win	7-1 (1)	Kyle Bradley	Submission (rear naked choke)	Fight Factory	2	2:34	N/A
Win	6-1 (1)	Kyle Sprouse	Submission (choke)	RITC 63: It's Time	1	1:47	Phoenix, Arizona , United States
Win	5-1 (1)	Garett Davis	Submission (triangle choke)	World Freestyle Fighting 6	1	3:52	Vancouver, British Columbia , Canada
NC	4-1 (1)	James Upshur	No Contest	RITC 61: Relentless	2	N/A	Phoenix, Arizona , United States
Win	4-1	Jarvis Brennaman	Submission (triangle choke)	ECS: Evolution	1	1:22	Phoenix, Arizona , United States
Win	3-1	Dave Klein	Submission (choke)	RITC 50: The Prelude	3	1:56	Tucson, Arizona , United States
Win	2-1	Justin Nauling	Submission (armbar)	RITC 49: Stare Down	2	0:38	Phoenix, Arizona , United States
Loss	1-1	Jesse Moreng	Decision (unanimous)	RITC 47: Unstoppable	3	3:00	Phoenix, Arizona , United States
Win	1-0	Carlos Ortega	Decision (unanimous)	RITC 46: Launching Pad	3	3:00	Tempe, Arizona , United States
