Period	Internet Explorer	Firefox	Safari	Opera	Netscape	Other Mozilla
2011 Q2	54.36%	21.67%	7.30%	1.97%	0.79%	0.03%
2011 Q1	56.19%	22.11%	6.43%	2.20%	0.75%	0.03%
2010 Q4	58.27%	22.80%	5.59%	2.24%	0.67%	0.03%
2010 Q3	60.29%	22.93%	5.17%	2.40%	0.52%	0.02%
2010 Q2	60.01%	24.24%	4.78%	2.33%	0.49%	0.12%
2010 Q1	61.43%	24.40%	4.55%	2.37%	0.52%	0.15%
2009 Q4	63.67%	24.46%	4.41%	2.29%	0.32%	0.11%
2009 Q3	66.80%	23.06%	4.13%	2.07%	0.50%	0.09%
2009 Q2	68.06%	23.00%	3.67%	2.05%	0.68%	0.06%
2009 Q1	69.13%	22.67%	3.58%	2.18%	0.51%	0.06%
2008 Q4	71.99%	20.78%	3.11%	2.15%	0.41%	0.07%
2008 Q3	74.93%	19.07%	2.73%	2.06%	0.43%	0.07%
2008 Q2	76.24%	18.16%	2.73%	1.97%	0.48%	0.08%
2008 Q1	77.83%	16.86%	2.65%	1.84%	0.41%	0.13%
*2007 Q4	*79.16%	*15.84%	*2.39%	*1.78%	*0.50%	*0.09%
*2007 Q3	*78.85%	*14.69%	*4.80%	*0.51%	*0.76%	*0.11%
*2007 Q2	*78.76%	*14.92%	*4.66%	*0.46%	*0.83%	*0.15%
*2007 Q1	*79.38%	*14.35%	*4.70%	*0.50%	*0.77%	*0.19%
*2006 Q4	*80.69%	*13.50%	*4.06%	*0.56%	*0.86%	*0.23%
*2006 Q3	*82.88%	*11.89%	*3.30%	*0.62%	*0.88%	*0.26%
*2006 Q2	*84.03%	*10.67%	*3.25%	*0.57%	*0.98%	*0.32%
*2006 Q1	*85.01%	*9.77%	*3.10%	*0.53%	*1.09%	*0.36%
*2005 Q4	*85.88%	*9.00%	*2.80%	*0.54%	*1.25%	*0.43%
*2005 Q3	*86.74%	*7.97%	*2.24%	*0.55%	*1.92%	*0.48%
*2005 Q2	*87.24%	*8.08%	*1.89%	*0.52%	*1.62%	*0.59%
*2005 Q1	*89.02%	*6.17%	*1.70%	*0.49%	*1.89%	*0.67%
*2004 Q4	*91.35%	*3.66%	*1.50%	*0.51%	*2.09%	*0.80%
Period	Internet Explorer	Firefox	Safari	Opera	Netscape	Other Mozilla
