Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
1	November 2	Washington	103–83	Pierce (28)	Garnett (20)	Garnett (5)	TD Banknorth Garden 18,624	1–0
2	November 4	@ Toronto	98–95 (OT)	Allen (33)	Garnett (13)	Garnett , Pierce (6)	Air Canada Centre 19,800	2–0
3	November 7	Denver	119–93	Pierce (26)	Garnett (13)	Garnett (7)	TD Banknorth Garden 18,624	3–0
4	November 9	Atlanta	106–83	Garnett (27)	Garnett (19)	Rondo (7)	TD Banknorth Garden 18,624	4–0
5	November 10	@ New Jersey	112–101	Pierce (28)	Garnett (14)	Garnett (6)	Izod Center 18,171	5–0
6	November 13	@ Indiana	101–86	Pierce (31)	Garnett , Pierce (11)	Pierce (6)	Conseco Fieldhouse 12,143	6–0
7	November 14	New Jersey	91–69	Garnett (16)	Garnett , Perkins (8)	Allen (6)	TD Banknorth Garden 18,624	7–0
8	November 16	Miami	92–91	Garnett (26)	Garnett (11)	Rondo (10)	TD Banknorth Garden 18,624	8–0
9	November 18	@ Orlando	102–104	Pierce (28)	Garnett (11)	Pierce (6)	Amway Arena 17,519	8–1
10	November 21	Golden State	105–82	Allen (21)	Garnett , Pierce (10)	Rondo (6)	TD Banknorth Garden 18,624	9–1
11	November 23	L.A. Lakers	107–94	Garnett , Perkins (21)	Garnett (11)	Rondo (10)	TD Banknorth Garden 18,624	10–1
12	November 24	@ Charlotte	96–95	Garnett , Pierce (23)	Garnett (11)	Pierce (7)	Charlotte Bobcats Arena 19,201	11–1
13	November 27	@ Cleveland	104–109 (OT)	Allen (29)	Allen , Rondo (7)	Rondo (6)	Quicken Loans Arena 20,562	11–2
14	November 29	New York	104–59	Allen , Pierce (21)	Garnett (11)	Rondo (7)	TD Banknorth Garden 18,624	12–2
