Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 2	Philadelphia	W 116–115 (OT)	John Wall (29)	Andray Blatche (8)	John Wall (13)	Verizon Center 17,803	1–2
4	November 5	@ New York	L 91–112 (OT)	Andray Blatche (22)	JaVale McGee (8)	John Wall (7)	Madison Square Garden 19,763	1–3
5	November 6	Cleveland	L 102–107 (OT)	Al Thornton (23)	Andray Blatche (15)	John Wall (10)	Verizon Center 14,442	1–4
6	November 10	Houston	W 98–91 (OT)	Andray Blatche , Al Thornton (20)	Andray Blatche (11)	John Wall (13)	Verizon Center 13,665	2–4
7	November 12	Charlotte	L 85–93 (OT)	Andray Blatche (22)	Andray Blatche (9)	John Wall (11)	Verizon Center 14,855	2–5
8	November 13	@ Chicago	L 96–103 (OT)	Gilbert Arenas (30)	Hilton Armstrong (10)	Kirk Hinrich , John Wall (6)	United Center 21,610	2–6
9	November 16	Toronto	W 109–94 (OT)	Andray Blatche (22)	JaVale McGee (9)	Kirk Hinrich (12)	Verizon Center 11,513	3–6
10	November 17	@ Boston	L 83–114 (OT)	Nick Young (20)	JaVale McGee (10)	Kirk Hinrich (5)	TD Garden 18,624	3–7
11	November 19	Memphis	W 89–86 (OT)	Gilbert Arenas (24)	JaVale McGee (12)	Kirk Hinrich (6)	Verizon Center 13,504	4–7
12	November 21	@ Detroit	L 110–115 (OT)	Andray Blatche , JaVale McGee (20)	JaVale McGee (16)	Gilbert Arenas (16)	The Palace of Auburn Hills 13,241	4–8
13	November 23	Philadelphia	W 116–114 (OT)	John Wall (25)	JaVale McGee (18)	Gilbert Arenas (7)	Verizon Center 16,197	5–8
14	November 25	@ Atlanta	L 96–116 (OT)	Gilbert Arenas (21)	JaVale McGee (10)	Gilbert Arenas (8)	Philips Arena 15,042	5–9
15	November 27	Orlando	L 99–100 (OT)	Gilbert Arenas (31)	Andray Blatche (13)	Gilbert Arenas (5)	Verizon Center 16,435	5–10
