Date	Opponent	Score	Loss	Attendance	Record
April 3	@ Royals	4 - 3	Gubicza (0-1)	38,595	1-0
April 5	@ Royals	2 - 1	Stottlemyre (0-1)	17,126	1-1
April 6	@ Royals	3 - 2	Ward (0-1)	18,883	1-2
April 7	@ Rangers	10 - 9	Guante (1-1)	22,914	2-2
April 8	@ Rangers	5 - 4	Key (1-1)	26,073	2-3
April 9	@ Rangers	3 - 2	Henke (0-1)	19,498	2-4
April 10	@ Yankees	8 - 0	Hawkins (0-2)	17,192	3-4
April 11	@ Yankees	11 - 6 (10)	Righetti (0-1)	20,277	4-4
April 12	@ Yankees	5 - 3	Castillo (1-1)	17,900	4-5
April 14	Royals	3 - 0	Leibrandt (0-1)	46,028	5-5
April 15	Royals	10 - 5	Ward (0-2)	25,247	5-6
April 16	Royals	15 - 8	Saberhagen (1-1)	35,210	6-6
April 17	Yankees	7 - 2	Flanagan (0-1)	23,260	6-7
April 18	Yankees	2 - 0	Musselman (0-1)	25,040	6-8
April 19	Yankees	4 - 2	Key (2-2)	26,471	6-9
April 21	Rangers	6 - 3	Brown (1-1)	22,186	7-9
April 22	Rangers	4 - 2	Hough (2-1)	27,278	8-9
April 23	Rangers	4 - 1	Stottlemyre (0-2)	31,473	8-10
April 24	@ Athletics	5 - 4	Henke (1-2)	25,099	8-11
April 25	@ Athletics	3 - 1	Cerutti (0-1)	12,437	8-12
April 26	@ Mariners	7 - 6	Wells (1-1)	7,399	8-13
April 27	@ Mariners	6 - 1	Dunne (0-1)	8,600	9-13
April 28	@ Angels	9 - 0	Stottlemyre (0-3)	30,958	9-14
April 29	@ Angels	4 - 3 (10)	Ward (1-3)	49,906	9-15
April 30	@ Angels	1 - 0 (11)	Henke (1-3)	31,125	9-16
