Week 1 Sept 2	Week 2 Sept 7	Week 3 Sept 14	Week 5 Sept 28	Week 6 Oct 5	Week 7 Oct 12	Week 10 Nov 2	Week 13 Nov 23	Week 14 Nov 30	Week 15 Dec 7	Week 16 (Final) Jan 9
USC (1-0) (23)	USC (1-0) (34)	USC (2-0) (57)	Oklahoma (4-0) (57)	Oklahoma (5-0) (60)	Texas (6-0) (44)	Alabama (9-0) (40)	Alabama (11-0) (56)	Alabama (12-0) (58)	Oklahoma (12-1) (31)	Florida (13-1) (60)
Georgia (1-0) (20)	Georgia (2-0) (18)	Oklahoma (3-0) (1)	LSU (4-0) (1)	Missouri (5-0)	Alabama (6-0) (14)	Penn State (9-0) (14)	Oklahoma (10-1) (4)	Oklahoma (11-1) (2)	Florida (12-1) (26)	USC (12-1)
Ohio State (1-0) (10)	Oklahoma (2-0) (3)	Georgia (3-0) (2)	Missouri (4-0)	LSU (4-0) (1)	Penn State (7-0) (3)	Texas Tech (9-0) (6)	Florida (10-1) (1)	Texas (11-1)	Texas (11-1) (4)	Texas (12-1)
Oklahoma (1-0) (2)	Florida (2-0) (3)	Florida (2-0) (1)	Alabama (5-0) (2)	Alabama (6-0)	USC (4-1)	Oklahoma (8-1) (1)	Texas (10-1)	Florida (11-1) (1)	Alabama (12-1) т	Utah (13-0) (1)
Florida (1-0) (3)	Ohio State (2-0) (1)	Missouri (3-0)	Texas (4-0) (1)	Texas (5-0)	Texas Tech (6-0)	Florida (7-1)	USC (9-1)	USC (10-1)	USC (11-1) т	Oklahoma (12-2)
LSU (1-0) (3)	Missouri (2-0)	LSU (2-0)	Penn State (5-0)	Penn State (6-0)	Oklahoma (5-1)	USC (7-1)	Penn State (11-1)	Penn State (11-1)	Penn State (11-1)	Alabama (12-2)
Missouri (1-0)	LSU (1-0) (2)	Texas (2-0)	BYU (4-0)	Texas Tech (5-0)	Florida (5-1)	Texas (8-1)	Utah (12-0)	Utah (12-0)	Utah (12-0)	TCU (11-2)
West Virginia (1-0)	Texas (2-0)	Wisconsin (3-0)	Texas Tech (4-0)	BYU (5-0)	BYU (6-0)	Oklahoma State (8-1)	Texas Tech (10-1)	Texas Tech (11-1)	Texas Tech (11-1)	Penn State (11-2)
Texas (1-0)	Auburn (2-0)	Auburn (3-0)	USC (2-1)	USC (3-1)	Georgia (5-1)	Utah (9-0)	Boise State (11-0)	Boise State (12-0)	Boise State (12-0)	Oregon (10-3)
Auburn (1-0)	Wisconsin (2-0)	Texas Tech (3-0)	Georgia (4-1) т	Georgia (4-1)	Oklahoma State (6-0)	Boise State (8-0)	Ohio State (10-2)	Ohio State (10-2)	Ohio State (10-2)	Georgia (10-3)
Wisconsin (1-0)	Kansas (2-0)	BYU (3-0)	South Florida (5-0) т	Ohio State (5-1)	Ohio State (6-1)	TCU (9-1)	Missouri (9-2)	TCU (10-2)	TCU (10-2)	Ohio State (10-3)
Kansas (1-0)	Texas Tech (2-0)	Oregon (3-0)	Ohio State (4-1)	Florida (4-1)	Missouri (5-1)	Ohio State (7-2)	Oklahoma State (9-2)	Cincinnati (10-2)	Cincinnati (11-2)	Texas Tech (11-2)
Texas Tech (1-0)	Arizona State (2-0)	Alabama (3-0)	Florida (3-1)	Utah (6-0)	Utah (7-0)	Missouri (7-2)	Georgia (9-2)	Ball State (12-0)	Oregon (9-3)	Boise State (12-1)
Arizona State (1-0)	Oregon (2-0)	Ohio State (2-1)	Auburn (4-1)	Vanderbilt (5-0)	LSU (4-1)	Georgia (7-2)	TCU (10-2)	Oregon (9-3)	Oklahoma State (9-3)	Virginia Tech (10-4)
BYU (1-0)	BYU (2-0)	Penn State (3-0)	Utah (5-0)	Kansas (4-1)	Kansas (5-1)	LSU (6-2)	Ball State (11-0)	Oklahoma State (9-3)	Georgia Tech (9-3)	Mississippi (9-4)
Oregon (1-0)	Alabama (2-0)	South Florida (3-0)	Kansas (3-1)	Boise State (4-0)	Boise State (5-0)	BYU (8-1)	Cincinnati (9-2)	Georgia Tech (8-3)	BYU (10-2)	Missouri (10-4)
Alabama (1-0)	Penn State (2-0)	East Carolina (3-0)	Wisconsin (3-1)	Oklahoma State (5-0)	Michigan State (6-1)	Michigan State (8-2)	Oregon State (8-3)	Missouri (9-3)	Georgia (9-3)	Cincinnati (11-3)
South Florida (1-0)	South Florida (2-0)	Wake Forest (2-0)	Boise State (3-0)	Virginia Tech (5-1)	Virginia Tech (5-1)	Ball State (8-0)	Oregon (8-3)	BYU (10-2)	Michigan State (9-3)	Oklahoma State (9-4)
Penn State (1-0)	Wake Forest (2-0)	Kansas (2-1)	Vanderbilt (4-0)	Michigan State (5-1)	Wake Forest (4-1)	North Carolina (6-2)	BYU (10-2)	Georgia (9-3)	Virginia Tech (9-4)	Oregon State (9-4)
Wake Forest (1-0)	East Carolina (2-0)	Utah (3-0)	Oregon (4-1)	South Florida (5-1)	South Florida (5-1)	Georgia Tech (7-2)	Northwestern (9-3)	Boston College (9-3)	Northwestern (9-3)	Iowa (9-4)
Fresno State (1-0)	Fresno State (1-0)	Clemson (2-1)	Fresno State (3-1)	Wake Forest (3-1)	North Carolina (5-1)	Maryland (6-2)	Michigan State (9-3)	Michigan State (9-3)	Pittsburgh (9-3)	BYU (10-3)
Clemson (0-1)	Utah (2-0)	West Virginia (1-1)	Oklahoma State (4-0)	Northwestern (5-0)	California (4-1)	California (6-2)	Boston College (8-3)	Northwestern (9-3)	Ball State (12-1)	Georgia Tech (9-4)
Utah (1-0)	Clemson (1-1)	Illinois (2-1)	Connecticut (5-0)	Auburn (4-2)	Vanderbilt (5-1)	West Virginia (6-2)	Georgia Tech (8-3)	Pittsburgh (8-3)	Missouri (9-4)	Florida State (9-4)
South Carolina (1-0)	West Virginia (1-1)	Arizona State (2-1)	Virginia Tech (4-1)	Wisconsin (3-2)	TCU (6-1)	Florida State (6-2)	Florida State (8-3)	Oregon State (8-4)	Mississippi (8-4)	Michigan State (9-4)
Illinois (0-1)	California (2-0)	Florida State (2-0)	Wake Forest (3-1)	California (4-1)	Ball State (7-0)	Northwestern (7-2)	West Virginia (7-3)	Mississippi (8-4)	Oregon State (8-4)	California (9-4)
Week 1 Sept 2	Week 2 Sept 7	Week 3 Sept 14	Week 5 Sept 28	Week 6 Oct 5	Week 7 Oct 12	Week 10 Nov 2	Week 13 Nov 23	Week 14 Nov 30	Week 15 Dec 7	Week 16 (Final) Jan 9
Dropped: Virginia Tech Tennessee Michigan	Dropped: South Carolina Illinois	Dropped: Fresno State California	Dropped: Clemson Illinois TCU	Dropped: Oregon Fresno State Connecticut	Dropped: Northwestern Auburn Wisconsin	Dropped: Tulsa Minnesota South Florida Oregon	Dropped: LSU Pittsburgh Maryland	Dropped: Florida State West Virginia	Dropped: Boston College	Dropped: Northwestern Pittsburgh Ball State
