Place	Player	Country	Score	To par	Money ( $ )
1	Jimmy Demaret	United States	69-71-70-71=281	–7	2,500
T2	Byron Nelson	United States	69-72-72-70=283	–5	1,500
T2	Frank Stranahan (a)	United States	73-72-70-68=283	–5	0
T4	Ben Hogan	United States	75-68-71-70=284	–4	900
T4	Harold "Jug" McSpaden	United States	74-69-70-71=284	–4	900
T6	Jim Ferrier	Australia	70-71-73-72=286	–2	625
T6	Henry Picard	United States	73-70-72-71=286	–2	625
T8	Chandler Harper	United States	77-72-68-70=287	–1	335
T8	Lloyd Mangrum	United States	76-73-68-70=287	–1	335
T8	Dick Metz	United States	72-72-72-71=287	–1	335
T8	Ed Oliver	United States	70-72-74-71=287	–1	335
T8	Toney Penna	United States	71-70-75-71=287	–1	335
