Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
57	March 2	@ San Antonio	L 86–92 (OT)	Chris Bosh (16)	Donyell Marshall (9)	Milt Palacio (6)	SBC Center 17,795	24–33
58	March 4	@ Memphis	L 75–86 (OT)	Jalen Rose (19)	Donyell Marshall (9)	Morris Peterson (4)	FedExForum 18,119	24–34
59	March 6	@ New Orleans	W 95–84 (OT)	Chris Bosh (33)	Chris Bosh (15)	Milt Palacio (9)	New Orleans Arena 10,638	25–34
60	March 7	@ Dallas	L 105–113 (OT)	Morris Peterson (23)	Chris Bosh (8)	Rafer Alston (7)	American Airlines Center 19,509	25–35
61	March 9	Orlando	W 106–96 (OT)	Rafer Alston , Morris Peterson (16)	Chris Bosh (15)	Jalen Rose (8)	Air Canada Centre 17,362	26–35
62	March 11	Atlanta	L 112–116 (OT)	Jalen Rose (22)	Chris Bosh , Donyell Marshall (11)	Rafer Alston (11)	Air Canada Centre 17,890	26–36
63	March 13	Philadelphia	W 128–110 (OT)	Donyell Marshall (38)	Chris Bosh , Donyell Marshall (10)	Morris Peterson (8)	Air Canada Centre 19,800	27–36
64	March 16	@ Boston	L 109–110 (OT)	Jalen Rose (35)	Donyell Marshall (9)	Rafer Alston (6)	FleetCenter 17,020	27–37
65	March 18	@ Detroit	L 92–103 (OT)	Donyell Marshall (25)	Donyell Marshall (12)	Rafer Alston , Milt Palacio (4)	The Palace of Auburn Hills 22,076	27–38
66	March 20	Cleveland	W 105–98 (OT)	Jalen Rose (30)	Donyell Marshall (10)	Rafer Alston (4)	Air Canada Centre 19,800	28–38
67	March 23	Chicago	L 85–94 (OT)	Jalen Rose (30)	Chris Bosh , Jalen Rose (9)	Rafer Alston (5)	Air Canada Centre 16,974	28–39
68	March 25	@ Philadelphia	L 101–103 (OT)	Donyell Marshall (26)	Chris Bosh (22)	Rafer Alston (10)	Wachovia Center 18,521	28–40
69	March 26	@ Atlanta	W 109–104 (OT)	Chris Bosh (32)	Chris Bosh (11)	Milt Palacio (6)	Philips Arena 16,648	29–40
70	March 29	@ Miami	L 91–103 (OT)	Rafer Alston (19)	Chris Bosh (13)	Rafer Alston , Jalen Rose (6)	American Airlines Arena 20,197	29–41
71	March 30	@ Orlando	L 96–108 (OT)	Rafer Alston (17)	Chris Bosh (11)	Jalen Rose (5)	TD Waterhouse Centre 12,410	29–42
