Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
73	April 2	New Orleans/Oklahoma City	L 113–120 (2OT)	Morris Peterson (27)	Charlie Villanueva (18)	Mike James (10)	Air Canada Centre 15,079	26–47
74	April 4	Boston	L 120–124 (OT)	Morris Peterson (32)	Matt Bonner (13)	Andre Barrett , Morris Peterson (6)	Air Canada Centre 16,598	26–48
75	April 5	@ Indiana	L 103–111 (OT)	Mike James (34)	Mike James , Charlie Villanueva (11)	Mike James (8)	Conseco Fieldhouse 14,037	26–49
76	April 7	@ New Orleans/Oklahoma City	L 89–95 (OT)	Mike James (36)	Loren Woods (10)	Mike James (4)	Ford Center 18,854	26–50
77	April 9	Charlotte	L 88–94 (OT)	Mike James (32)	Joey Graham (9)	Mike James (10)	Air Canada Centre 17,679	26–51
78	April 11	@ Miami	L 97–106 (OT)	Mike James (32)	Darrick Martin , Charlie Villanueva (5)	Mike James (6)	American Airlines Arena 19,600	26–52
79	April 12	@ Orlando	L 96–103 (OT)	Morris Peterson (23)	Morris Peterson (8)	Mike James , Morris Peterson (5)	TD Waterhouse Centre 15,009	26–53
80	April 14	Detroit	W 108–103 (OT)	Mike James (39)	Loren Woods (11)	José Calderón (9)	Air Canada Centre 19,800	27–53
81	April 17	Indiana	L 95–120 (OT)	Morris Peterson (27)	Loren Woods (14)	José Calderón (8)	Air Canada Centre 18,267	27–54
82	April 19	@ Chicago	L 106–127 (OT)	Morris Peterson , Charlie Villanueva (29)	Charlie Villanueva (10)	José Calderón (5)	United Center 20,364	27–55
