Date	Opponent	Score	Loss	Attendance	Record
September 1	@ Indians	8 - 0	Candiotti (13-10)	16,547	69-64
September 2	@ Indians	3 - 0	Black (10-9)	23,640	70-64
September 3	@ Tigers	5 - 0	Key (9-7)	33,658	70-65
September 4	@ Tigers	3 - 1	Ward (2-8)	14,760	70-66
September 5	@ Tigers	7 - 3	Parker (3-2)	16,677	71-66
September 7	White Sox	3 - 1	Pérez (12-13)	49,885	72-66
September 8	White Sox	3 - 0	Fernandez (2-3)	49,898	73-66
September 9	White Sox	6 - 1	McDowell (12-7)	49,870	74-66
September 10	@ Royals	6 - 1	Wagner (0-1)	22,158	75-66
September 11	@ Royals	8 - 4	Stottlemyre (0-1)	18,493	76-66
September 12	@ Royals	7 - 5	Stottlemyre (13-15)	20,135	76-67
September 13	Orioles	5 - 3	Stieb (18-6)	49,875	76-68
September 14	Orioles	8 - 7	Olson (5-5)	49,893	77-68
September 15	Orioles	4 - 3	Schilling (1-2)	49,888	78-68
September 16	Orioles	6 - 5	Price (3-4)	49,886	79-68
September 17	Yankees	6 - 4	Plunk (5-3)	49,902	80-68
September 18	Yankees	3 - 2	Guetterman (10-7)	49,887	81-68
September 19	Yankees	7 - 6	Leary (9-19)	49,890	82-68
September 21	Indians	2 - 1 (13)	Wills (6-4)	49,894	82-69
September 22	Indians	5 - 2	Stottlemyre (13-16)	49,883	82-70
September 23	Indians	5 - 4 (10)	Ward (1-3)	49,901	83-70
September 24	@ Brewers	9 - 5	Navarro (7-7)	8,769	84-70
September 25	@ Brewers	8 - 4	Black (12-11)	8,576	84-71
September 26	@ Brewers	6 - 0	Wells (11-5)	8,804	84-72
September 28	@ Red Sox	7 - 6	Henke (2-3)	35,735	84-73
September 29	@ Red Sox	7 - 5	Stottlemyre (13-17)	35,444	84-74
September 30	@ Red Sox	10 - 5	Hesketh (0-4)	34,400	85-74
