Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 2	@ Washington	L 115–116 (OT)	Louis Williams (30)	Elton Brand (9)	Jrue Holiday (13)	Verizon Center 17,803	0–4
5	November 3	Indiana	W 101–75 (OT)	Elton Brand (25)	Elton Brand (12)	Jrue Holiday (5)	Wells Fargo Center 12,277	1–4
6	November 5	Cleveland	L 116–123 (OT)	Jrue Holiday (29)	Tony Battie (7)	Jrue Holiday (8)	Wells Fargo Center 10,589	1–5
7	November 7	@ New York	W 106–96 (OT)	Elton Brand (20)	Evan Turner (10)	Jrue Holiday (8)	Madison Square Garden 18,735	2–5
8	November 10	@ Oklahoma City	L 103–109 (OT)	Elton Brand , Jrue Holiday , Jodie Meeks (17)	Elton Brand (9)	Jrue Holiday (11)	Oklahoma City Arena 18,203	2–6
9	November 12	@ Dallas	L 90–99 (OT)	Thaddeus Young (17)	Elton Brand (9)	Jrue Holiday (13)	American Airlines Center 19,989	2–7
10	November 13	@ San Antonio	L 93–116 (OT)	Jrue Holiday (16)	Andre Iguodala (8)	Jrue Holiday (5)	AT&T Center 17,627	2–8
11	November 16	@ Cleveland	L 93–101 (OT)	Thaddeus Young (17)	Elton Brand (11)	Jrue Holiday (10)	Quicken Loans Arena 20,562	2–9
12	November 17	Toronto	L 86–94 (OT)	Elton Brand (27)	Evan Turner (12)	Jrue Holiday (7)	Wells Fargo Center 12,164	2–10
13	November 19	Milwaukee	W 90–79 (OT)	Thaddeus Young (23)	Marreese Speights (10)	Evan Turner (6)	Wells Fargo Center 14,557	3–10
14	November 23	@ Washington	L 114–116 (OT)	Andre Iguodala (23)	Andre Iguodala (11)	Andre Iguodala (8)	Verizon Center 16,197	3–11
15	November 24	@ Toronto	L 90–106 (OT)	Andre Iguodala (17)	Andre Iguodala (8)	Andre Iguodala , Jrue Holiday (6)	Air Canada Centre 15,012	3–12
16	November 26	@ Miami	L 90–99 (OT)	Jodie Meeks (21)	Andre Iguodala (9)	Jrue Holiday (6)	American Airlines Arena 19,800	3–13
17	November 27	New Jersey	W 102–86 (OT)	Jrue Holiday (20)	Elton Brand (10)	Jrue Holiday (13)	Wells Fargo Center 14,150	4–13
