Date	Opponent	Score	Loss	Attendance	Record
April 12	White Sox	5–4	Buzhardt (0–1)	8,324	1–0
April 13	White Sox	8–5	Fischer (0–1)	3,607	1–1
April 14	@ Yankees	3–0	Ford (0–1)	14,375	2–1
April 15	@ Yankees	1–0	Bennett (0–1)	12,035	2–2
April 16	@ Yankees	7 – 6 (18)	Stange (0–1)	19,290	2–3
April 18	@ White Sox	5–2	Brandon (0–1)	1,313	2–4
April 21	Yankees	6–1	Stottlemyre (2–1)	25,603	3–4
April 22	Yankees	5–4	Womack (0–1)	8,189	4–4
April 23	Yankees	7–5	Santiago (1–1)	18,041	4–5
April 24	@ Senators	7–4	Lines (0–1)	2,235	5–5
April 25	@ Senators	9–3	Richert (0–3)	3,367	6–5
April 28	Athletics	3–0	Hunter (2–1)	9,026	7–5
April 29	Athletics	11 – 10 (15)	Aker (2–1)	9,724	8–5
April 30	Athletics	1–0	Brandon (0–2)	31,450	8–6
