Date	Opponent	Score	Loss	Attendance	Record
May 1	@ White Sox	5 - 3	Wells (2-3)	14,448	13-14
May 2	@ White Sox	4 - 1	Wunsch (0-1)	10,397	14-14
May 3	@ White Sox	7 - 3	Escobar (2-4)	12,026	14-15
May 4	Indians	8 - 1	Finley (3-1)	16,637	15-15
May 5	Indians	11 - 10	Shuey (1-1)	19,191	16-15
May 6	Indians	8 - 6	Quantrill (0-1)	23,730	16-16
May 7	Indians	10 - 8 (12)	Gunderson (0-1)	19,161	16-17
May 8	Orioles	6 - 5	Johnson (0-2)	15,103	17-17
May 9	Orioles	6 - 4	Mussina (1-4)	15,177	18-17
May 10	Orioles	7 - 2	Erickson (0-1)	15,598	19-17
May 12	@ Devil Rays	4 - 3	Carpenter (3-4)	17,532	19-18
May 13	@ Devil Rays	8 - 4	Lidle (0-1)	20,054	20-18
May 14	@ Devil Rays	3 - 2	Lopez (2-3)	15,788	21-18
May 15	Red Sox	8 - 1	Castillo (1-3)	16,124	21-19
May 16	Red Sox	7 - 6	Lowe (2-1)	17,663	22-19
May 17	Red Sox	8 - 0	Carpenter (3-5)	20,078	22-20
May 19	White Sox	5 - 3	Escobar (4-5)	18,268	22-21
May 20	White Sox	6 - 2	Wells (7-2)	20,091	22-22
May 21	White Sox	2 - 1	Castillo (1-4)	18,264	22-23
May 22	White Sox	4 - 3	Howry (0-1)	19,167	23-23
May 23	@ Red Sox	3 - 2	Martínez (7-2)	33,402	24-23
May 24	@ Red Sox	6 - 3 (11)	Frascatore (0-1)	31,250	24-24
May 25	@ Red Sox	11 - 6	Schourek (2-4)	32,716	25-24
May 26	@ Tigers	8 - 2	Brocail (1-3)	33,068	26-24
May 27	@ Tigers	4 - 3	Quantrill (0-2)	29,584	26-25
May 28	@ Tigers	12 - 7	Blair (2-1)	29,105	27-25
May 30	Twins	4 - 1	Escobar (4-6)	16,371	27-26
May 31	Twins	4 - 2	Radke (3-6)	17,305	28-26
