Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
49	February 1	Orlando	L 90–113 (OT)	José Calderón (16)	Joey Graham (12)	José Calderón , Will Solomon (5)	Air Canada Centre 19,800	19–30
50	February 3	@ Cleveland	L 83–101 (OT)	Chris Bosh (29)	Andrea Bargnani (10)	Anthony Parker (8)	Quicken Loans Arena 20,562	19–31
51	February 4	L.A. Lakers	L 107–115 (OT)	Joey Graham (24)	Andrea Bargnani , Jermaine O'Neal (9)	Anthony Parker (9)	Air Canada Centre 19,800	19–32
52	February 6	@ New Orleans	L 92–101 (OT)	Jermaine O'Neal (24)	Jamario Moon (7)	José Calderón (9)	New Orleans Arena 17,319	19–33
53	February 7	@ Memphis	L 70–78 (OT)	José Calderón (18)	Andrea Bargnani , Jamario Moon (9)	José Calderón (5)	FedExForum 11,498	19–34
54	February 10	@ Minnesota	W 110–102 (OT)	Joey Graham (24)	Jamario Moon (9)	José Calderón (9)	Target Center 12,722	20–34
55	February 11	San Antonio	W 91–89 (OT)	Andrea Bargnani (23)	Jermaine O'Neal (10)	Anthony Parker (4)	Air Canada Centre 18,909	21–34
56	February 18	Cleveland	L 76–93 (OT)	Joey Graham (15)	Anthony Parker (7)	Shawn Marion (6)	Air Canada Centre 19,800	21–35
57	February 20	@ New York	L 97–127 (OT)	Joey Graham (19)	Shawn Marion (12)	José Calderón (10)	Madison Square Garden 19,763	21–36
58	February 22	New York	W 111–100 (OT)	Andrea Bargnani (28)	Shawn Marion (15)	José Calderón (11)	Air Canada Centre 19,800	22–36
59	February 24	Minnesota	W 118–110 (OT)	Andrea Bargnani , Chris Bosh (26)	Shawn Marion (8)	José Calderón (13)	Air Canada Centre 17,457	23–36
60	February 27	@ Phoenix	L 113–133 (OT)	Shawn Marion (27)	Shawn Marion (12)	José Calderón (5)	US Airways Center 18,422	23–37
