Place	Player	Country	Score	To par
T1	Seve Ballesteros	Spain	69	–2
T1	John Mahaffey	United States	69	–2
T1	Bob Murphy	United States	69	–2
4	Bruce Devlin	Australia	70	–1
T5	Lou Graham	United States	71	E
T5	Bobby Wadkins	United States	71	E
T5	D. A. Weibring	United States	71	E
T8	Jim Booros	United States	72	+1
T8	Frank Conner	United States	72	+1
T8	Raymond Floyd	United States	72	+1
T8	Hale Irwin	United States	72	+1
T8	Jim Nelford	Canada	72	+1
T8	Nick Price	Zimbabwe	72	+1
T8	Joey Rassett	United States	72	+1
T8	Lanny Wadkins	United States	72	+1
T8	Tom Watson	United States	72	+1
