Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 1	@ Utah	L 79–101 (OT)	Cuttino Mobley (20)	Chris Kaman (12)	Mike Taylor (4)	EnergySolutions Arena 19,602	0–3
4	November 3	Utah	L 73–89 (OT)	Chris Kaman (19)	Chris Kaman (10)	Baron Davis (9)	Staples Center 12,712	0–4
5	November 5	@ L.A. Lakers	L 88–106 (OT)	Al Thornton (22)	Tim Thomas , Chris Kaman (11)	Baron Davis (7)	Staples Center 18,997	0–5
6	November 7	Houston	L 83–92 (OT)	Baron Davis , Chris Kaman (23)	Marcus Camby (13)	Baron Davis (8)	Staples Center 14,670	0–6
7	November 9	Dallas	W 103–92 (OT)	Baron Davis (22)	Marcus Camby (14)	Baron Davis (10)	Staples Center 14,249	1–6
8	November 12	Sacramento	L 98–103 (OT)	Al Thornton (20)	Chris Kaman (6)	Baron Davis (11)	Staples Center 13,266	1–7
9	November 15	Golden State	L 103–121 (OT)	Baron Davis (25)	Chris Kaman (13)	Baron Davis (11)	Staples Center 12,823	1–8
10	November 17	San Antonio	L 83–86 (OT)	Cuttino Mobley (18)	Chris Kaman (13)	Baron Davis (8)	Staples Center 14,962	1–9
11	November 19	@ Oklahoma City	W 108–88 (OT)	Chris Kaman (25)	Chris Kaman (14)	Baron Davis (8)	Ford Center 18,312	2–9
12	November 21	@ Philadelphia	L 88–89 (OT)	Al Thornton (22)	Al Thornton , Chris Kaman , Marcus Camby (9)	Baron Davis (6)	Wachovia Center 13,474	2–10
13	November 22	@ New Jersey	L 95–112 (OT)	Baron Davis (30)	Marcus Camby (13)	Baron Davis (10)	Izod Center 17,677	2–11
14	November 24	New Orleans	L 87–99 (OT)	Eric Gordon (25)	Marcus Camby (11)	Baron Davis (8)	Staples Center 14,956	2–12
15	November 26	Denver	L 105–106 (OT)	Eric Gordon (24)	Marcus Camby (11)	Baron Davis (10)	Staples Center 14,934	2–13
16	November 29	Miami	W 97–96 (OT)	Al Thornton , Zach Randolph (27)	Zach Randolph (13)	Baron Davis (9)	Staples Center 16,245	3–13
