Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
31	January 2	Utah	W 113–100 (OT)	Kobe Bryant (40)	Pau Gasol (11)	Pau Gasol (6)	Staples Center 18,997	26–5
32	January 4	Portland	W 100–86 (OT)	Kobe Bryant (26)	Andrew Bynum (10)	Derek Fisher (5)	Staples Center 18,997	27–5
33	January 6	New Orleans	L 105–116 (OT)	Kobe Bryant (39)	Pau Gasol , Andrew Bynum (8)	Kobe Bryant (7)	Staples Center 18,997	27–6
34	January 7	@ Golden State	W 114–106 (OT)	Pau Gasol (33)	Pau Gasol (18)	Derek Fisher (8)	Oracle Arena 19,596	28–6
35	January 9	Indiana	W 121–119 (OT)	Kobe Bryant (36)	Pau Gasol (11)	Kobe Bryant (13)	Staples Center 18,997	29–6
36	January 11	Miami	W 108–105 (OT)	Andrew Bynum (24)	Pau Gasol (18)	Derek Fisher (11)	Staples Center 18,997	30–6
37	January 13	@ Houston	W 105–100 (OT)	Kobe Bryant (33)	Kobe Bryant , Pau Gasol (7)	Kobe Bryant , Pau Gasol , Lamar Odom (4)	Toyota Center 18,557	31–6
38	January 14	@ San Antonio	L 111–112 (OT)	Kobe Bryant (29)	Kobe Bryant (7)	Kobe Bryant (10)	AT&T Center 18,797	31–7
39	January 16	Orlando	L 103–109 (OT)	Kobe Bryant (28)	Kobe Bryant (13)	Kobe Bryant (11)	Staples Center 18,997	31–8
40	January 19	Cleveland	W 105–88 (OT)	Pau Gasol (22)	Pau Gasol (13)	Kobe Bryant (12)	Staples Center 18,997	32–8
41	January 21	@ L.A. Clippers	W 108–97 (OT)	Andrew Bynum (42)	Andrew Bynum (15)	Kobe Bryant (12)	Staples Center 19,627	33–8
42	January 22	Washington	W 117–97 (OT)	Andrew Bynum (23)	Andrew Bynum (14)	Derek Fisher (8)	Staples Center 18,997	34–8
43	January 25	San Antonio	W 99–85 (OT)	Kobe Bryant (22)	Andrew Bynum (11)	Pau Gasol , Derek Fisher (4)	Staples Center 18,997	35–8
44	January 27	Charlotte	L 110–117 (2OT)	Kobe Bryant (38)	Andrew Bynum (14)	Derek Fisher (6)	Staples Center 18,997	35–9
45	January 30	@ Minnesota	W 132–119 (OT)	Kobe Bryant (30)	Andrew Bynum (15)	Kobe Bryant (5)	Target Center 19,111	36–9
