Date	Visitor	Score	Home	Decision	Attendance	Record
November 2	Detroit	3 – 2	Vancouver	Osgood	18,630	8–2–2
November 8	New Jersey	1 – 3	Detroit	Osgood	20,066	9–2–2
November 11	Pittsburgh	7 – 6	Detroit	Osgood	20,066	9–2–3
November 13	Detroit	4 – 3	Tampa Bay	Osgood	20,544	10–2–3
November 14	Detroit	3 – 2	Florida	Conklin	18,637	11–2–3
November 17	Edmonton	0 – 4	Detroit	Conklin	18,934	12–2–3
November 20	Detroit	4 – 3	Edmonton	Osgood	16,839	13–2–3
November 22	Detroit	5 – 2	Calgary	Conklin	19,289	14–2–3
November 24	Detroit	2 – 3	Vancouver	Osgood	18,630	14–2–4
November 26	Montreal	3 – 1	Detroit	Conklin	20,066	14–3–4
November 28	Columbus	3 – 5	Detroit	Osgood	20,066	15–3–4
November 29	Detroit	1 – 3	Boston	Conklin	17,565	15–4–4
