Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
16	December 1	L.A. Clippers	W 104–95 (OT)	Mark Jackson (20)	Antonio Davis (13)	Mark Jackson (15)	Air Canada Centre 18,470	9–7
17	December 5	@ Utah	L 84–98 (OT)	Kevin Willis (20)	Antonio Davis (12)	Alvin Williams (5)	Delta Center 19,288	9–8
18	December 6	@ Portland	L 88–95 (OT)	Antonio Davis (18)	Kevin Willis (16)	Mark Jackson (12)	Rose Garden 19,980	9–9
19	December 8	@ Golden State	W 108–92 (OT)	Vince Carter (29)	Kevin Willis (13)	Mark Jackson (9)	The Arena in Oakland 18,316	10–9
20	December 10	Phoenix	L 87–95 (OT)	Vince Carter (35)	Charles Oakley (16)	Mark Jackson (9)	Air Canada Centre 19,800	10–10
21	December 12	Indiana	W 104–90 (OT)	Vince Carter (33)	Charles Oakley (10)	Mark Jackson (11)	Air Canada Centre 18,221	11–10
22	December 14	New York	W 70–68 (OT)	Vince Carter (24)	Charles Oakley (11)	Mark Jackson (7)	Air Canada Centre 19,800	12–10
23	December 15	@ Milwaukee	L 97–104 (OT)	Antonio Davis (25)	Antonio Davis (12)	Mark Jackson (8)	Bradley Center 16,432	12–11
24	December 17	L.A. Lakers	L 101–104 (OT)	Vince Carter (31)	Charles Oakley (18)	Alvin Williams (7)	Air Canada Centre 19,800	12–12
25	December 19	Utah	W 103–95 (OT)	Vince Carter (33)	Charles Oakley (15)	Alvin Williams (8)	Air Canada Centre 18,896	13–12
26	December 20	@ Indiana	W 99–98 (OT)	Vince Carter (45)	Antonio Davis (19)	Mark Jackson (9)	Conseco Fieldhouse 18,345	14–12
27	December 22	Atlanta	L 72–78 (OT)	Vince Carter (20)	Charles Oakley (16)	Vince Carter (10)	Air Canada Centre 18,962	14–13
28	December 26	@ Minnesota	L 97–100 (OT)	Vince Carter (32)	Charles Oakley (14)	Vince Carter (11)	Target Center 16,828	14–14
29	December 28	@ Denver	W 94–93 (OT)	Vince Carter (25)	Antonio Davis (14)	Mark Jackson (17)	Pepsi Center 17,700	15–14
