Place	Player	Country	Score	To par
1	Justin Rose	England	67	–5
T2	Chris DiMarco	United States	69	–3
T2	Jay Haas	United States	69	–3
T4	Ernie Els	South Africa	70	–2
T4	Alex Čejka	Germany	70	–2
T4	Chris Riley	United States	70	–2
T4	Darren Clarke	Northern Ireland	70	–2
T8	K. J. Choi	South Korea	71	–1
T8	Charles Howell III	United States	71	–1
T8	Bernhard Langer	Germany	71	–1
T8	Colin Montgomerie	Scotland	71	–1
T8	José María Olazábal	Spain	71	–1
T8	Phillip Price	Wales	71	–1
T8	Kirk Triplett	United States	71	–1
